type,price,datetime,prev_candle_idx,curr_candle_idx,prev_high,curr_high,prev_close,curr_close,retracement_pct,num_hits,num_reversals,strength_score,strength
resistance,17720.7,2023-04-11 14:15:00,150,151,17720.7,17715.7,17713.65,17705.0,0.08859695158769533,10,6,70.18,Very Strong
resistance,25084.85,2025-10-08 14:45:00,1946,1947,25084.85,25083.9,25068.4,25061.7,0.09228677867317453,10,3,70.18,Very Strong
resistance,19592.85,2023-10-19 10:00:00,627,628,19592.85,19592.5,19588.7,19575.4,0.0890631021010067,10,7,70.18,Very Strong
resistance,22524.4,2024-04-01 10:00:00,705,706,22523.3,22524.4,22520.05,22503.65,0.09212232068334783,32,5,70.18,Very Strong
resistance,25161.4,2025-10-09 12:30:00,1963,1964,25161.4,25149.9,25144.75,25138.3,0.09180729212206865,22,3,70.18,Very Strong
resistance,22435.45,2025-04-09 11:45:00,1622,1623,22435.45,22435.35,22433.0,22414.85,0.09181897398983387,9,5,70.18,Very Strong
resistance,22436.8,2024-04-02 11:45:00,738,739,22436.8,22428.25,22425.8,22417.15,0.08757933395135589,47,6,70.18,Very Strong
resistance,19811.2,2023-10-11 13:45:00,486,487,19811.2,19811.0,19808.65,19793.45,0.08959578420287513,44,5,70.18,Very Strong
resistance,23607.55,2025-03-27 13:00:00,1419,1420,23606.05,23607.55,23598.8,23586.6,0.08874279626645175,18,7,70.18,Very Strong
resistance,19750.2,2023-10-13 13:15:00,536,537,19749.0,19750.2,19743.95,19732.25,0.09088515559336477,22,4,70.18,Very Strong
resistance,25484.75,2024-10-04 12:15:00,1130,1131,25471.0,25484.75,25468.85,25462.5,0.08730711503938629,9,4,70.17,Very Strong
resistance,25234.0,2024-10-09 11:15:00,1204,1205,25219.25,25234.0,25215.6,25212.45,0.08540064991677607,30,7,70.17,Very Strong
resistance,22675.3,2024-04-08 13:45:00,850,851,22675.3,22671.7,22670.3,22655.85,0.08577615290646971,32,5,70.17,Very Strong
resistance,25095.7,2025-10-06 15:00:00,1895,1896,25095.7,25084.7,25083.8,25074.5,0.08447662348530117,21,4,70.17,Very Strong
resistance,24832.55,2025-10-03 11:15:00,1854,1855,24816.1,24832.55,24815.6,24811.45,0.08496912318710138,12,5,70.17,Very Strong
resistance,17627.95,2023-04-20 12:30:00,299,300,17627.95,17625.8,17625.25,17613.4,0.08253937638806141,22,3,70.17,Very Strong
resistance,25093.25,2024-10-16 09:45:00,1328,1329,25083.75,25093.25,25078.75,25071.55,0.08647743915196608,49,6,70.17,Very Strong
resistance,24683.45,2025-09-30 12:30:00,1807,1808,24679.4,24683.45,24673.8,24662.05,0.08669776712737261,11,5,70.17,Very Strong
resistance,25155.65,2024-10-09 12:30:00,1209,1210,25144.05,25155.65,25136.7,25134.8,0.08288396443742134,71,7,70.17,Very Strong
resistance,19534.25,2023-10-09 13:45:00,434,435,19534.25,19530.5,19529.65,19517.25,0.08702663270921587,17,4,70.17,Very Strong
resistance,23562.35,2025-03-26 14:15:00,1398,1399,23562.35,23562.25,23550.5,23542.4,0.08466897401998141,12,3,70.17,Very Strong
resistance,23705.35,2025-03-25 12:45:00,1366,1367,23699.4,23705.35,23696.9,23684.8,0.08668929165778727,14,6,70.17,Very Strong
resistance,25266.95,2025-10-13 14:30:00,2023,2024,25266.95,25258.9,25251.4,25245.85,0.08350829838980242,8,4,70.17,Very Strong
resistance,19766.5,2023-10-16 10:45:00,552,553,19765.95,19766.5,19764.95,19750.0,0.08347456555282928,19,4,70.17,Very Strong
resistance,22463.45,2024-04-03 10:45:00,760,761,22463.45,22457.1,22456.2,22444.65,0.08369150776038085,23,4,70.17,Very Strong
resistance,22473.3,2024-04-01 14:00:00,721,722,22463.6,22473.3,22460.2,22454.5,0.08365482594901182,39,4,70.17,Very Strong
resistance,23306.25,2025-04-03 10:30:00,1513,1514,23306.25,23300.95,23298.3,23287.75,0.07937784928935372,17,8,70.16,Very Strong
resistance,25298.35,2025-10-10 11:45:00,1986,1987,25298.35,25290.65,25284.35,25277.65,0.08182351813457041,23,6,70.16,Very Strong
resistance,17615.8,2023-04-19 14:30:00,281,282,17613.8,17615.8,17608.95,17602.05,0.0780549279623974,37,4,70.16,Very Strong
resistance,17632.8,2023-04-20 11:30:00,295,296,17625.2,17632.8,17621.5,17618.3,0.08223311102037113,15,6,70.16,Very Strong
resistance,23349.85,2025-04-02 15:15:00,1506,1507,23349.85,23342.0,23337.75,23330.8,0.0815851065424372,15,6,70.16,Very Strong
resistance,19664.65,2023-10-19 12:15:00,636,637,19664.65,19664.15,19661.3,19649.0,0.07958443196294597,11,5,70.16,Very Strong
resistance,22511.85,2024-04-05 12:30:00,819,820,22511.85,22509.5,22504.35,22493.7,0.08062420458557523,13,5,70.16,Very Strong
resistance,22479.85,2024-04-01 12:45:00,716,717,22479.85,22475.05,22474.6,22461.65,0.08096139431534059,43,3,70.16,Very Strong
resistance,24969.1,2024-10-11 12:30:00,1261,1262,24964.0,24969.1,24961.75,24948.75,0.0815007349083409,36,4,70.16,Very Strong
resistance,19658.0,2023-10-06 11:00:00,397,398,19658.0,19654.7,19651.45,19642.45,0.07910265540746399,34,3,70.16,Very Strong
resistance,17620.55,2023-04-06 11:15:00,86,87,17619.55,17620.55,17618.25,17607.15,0.07604756945724066,68,5,70.15,Very Strong
resistance,25111.5,2025-09-24 12:30:00,1703,1704,25104.65,25111.5,25096.7,25092.4,0.07606076897038626,30,7,70.15,Very Strong
resistance,25201.25,2025-10-13 11:15:00,2010,2011,25201.25,25195.7,25191.4,25181.8,0.07717871137344666,18,3,70.15,Very Strong
resistance,17373.7,2023-03-31 14:15:00,20,21,17365.55,17373.7,17360.8,17360.4,0.07655249025825973,19,5,70.15,Very Strong
resistance,25097.65,2024-10-15 10:45:00,1306,1307,25097.2,25097.65,25089.25,25078.25,0.07729807372403971,56,9,70.15,Very Strong
resistance,25077.5,2024-10-15 12:45:00,1314,1315,25072.4,25077.5,25068.55,25058.8,0.07456883660652269,56,7,70.15,Very Strong
resistance,19525.4,2023-10-09 13:00:00,431,432,19522.55,19525.4,19513.35,19510.55,0.07605477992769512,12,5,70.15,Very Strong
resistance,19836.5,2023-10-17 10:00:00,575,576,19836.5,19835.05,19831.35,19821.35,0.0763743603962466,25,5,70.15,Very Strong
resistance,25141.2,2024-10-14 14:15:00,1294,1295,25141.2,25140.7,25133.5,25122.25,0.0753742860324914,46,6,70.15,Very Strong
resistance,19817.85,2023-10-12 13:45:00,512,513,19817.45,19817.85,19812.7,19803.05,0.07468014946121437,30,8,70.15,Very Strong
resistance,19838.9,2023-10-11 10:45:00,474,475,19838.9,19836.95,19832.75,19823.7,0.07661715115253732,47,7,70.15,Very Strong
resistance,19626.45,2023-10-10 10:15:00,446,447,19619.1,19626.45,19617.7,19612.05,0.073370375182478,8,3,70.15,Very Strong
resistance,19569.45,2023-10-09 11:45:00,426,427,19569.0,19569.45,19567.4,19554.95,0.07409508187506547,25,5,70.15,Very Strong
resistance,19674.9,2023-10-06 15:00:00,413,414,19673.6,19674.9,19673.6,19660.25,0.07446035303865053,19,4,70.15,Very Strong
resistance,17688.25,2023-04-18 11:30:00,243,244,17688.25,17687.65,17686.35,17674.9,0.07547383149830279,9,3,70.15,Very Strong
resistance,25111.95,2025-10-08 13:15:00,1940,1941,25103.9,25111.95,25098.05,25092.65,0.07685583955049,13,6,70.15,Very Strong
resistance,22469.85,2024-04-03 11:30:00,763,764,22469.85,22464.95,22458.4,22452.45,0.07743709904604534,21,4,70.15,Very Strong
resistance,24985.15,2024-10-08 13:15:00,1186,1187,24985.15,24977.6,24975.15,24966.75,0.07364374438417001,49,5,70.15,Very Strong
resistance,25915.0,2024-09-30 12:00:00,1051,1052,25901.95,25915.0,25901.4,25895.15,0.07659656569553751,16,8,70.15,Very Strong
resistance,25892.95,2025-10-20 11:00:00,2138,2139,25887.85,25892.95,25881.0,25873.8,0.07395835545969638,15,6,70.15,Very Strong
resistance,25322.9,2025-10-15 11:30:00,2062,2063,25322.9,25320.75,25319.25,25304.85,0.07127935583998243,12,4,70.14,Very Strong
resistance,22387.85,2024-04-15 11:30:00,945,946,22381.35,22387.85,22378.75,22372.6,0.06811730469875402,14,5,70.14,Very Strong
resistance,19780.5,2023-10-16 11:45:00,556,557,19775.55,19780.5,19773.25,19766.7,0.06976567831955346,14,4,70.14,Very Strong
resistance,25050.6,2024-10-10 12:00:00,1233,1234,25045.45,25050.6,25041.05,25032.5,0.07225375839300674,59,7,70.14,Very Strong
resistance,25284.65,2025-10-10 09:45:00,1978,1979,25269.3,25284.65,25268.1,25266.4,0.07217817925104757,17,4,70.14,Very Strong
resistance,17778.65,2023-04-12 12:30:00,169,170,17776.6,17778.65,17775.55,17766.25,0.06974657805852219,16,4,70.14,Very Strong
resistance,25089.95,2024-10-15 12:00:00,1311,1312,25085.15,25089.95,25083.1,25072.15,0.07094474082251767,63,7,70.14,Very Strong
resistance,19833.35,2023-10-12 12:00:00,505,506,19831.2,19833.35,19829.55,19819.85,0.06806716969145404,36,6,70.14,Very Strong
resistance,23602.95,2025-03-27 12:15:00,1416,1417,23601.75,23602.95,23600.5,23585.95,0.0720248951931856,21,7,70.14,Very Strong
resistance,25216.35,2025-10-07 13:45:00,1916,1917,25211.55,25216.35,25210.35,25198.45,0.07098568984011491,32,8,70.14,Very Strong
resistance,17608.0,2023-04-19 14:00:00,279,280,17608.0,17604.65,17598.4,17595.55,0.07070649704680104,31,6,70.14,Very Strong
resistance,24975.45,2024-10-11 14:45:00,1270,1271,24972.25,24975.45,24965.55,24959.05,0.06566448252184226,28,3,70.13,Very Strong
resistance,24989.15,2024-10-16 13:15:00,1342,1343,24986.3,24989.15,24983.35,24973.15,0.06402778806001805,24,6,70.13,Very Strong
resistance,22506.7,2024-04-05 10:30:00,811,812,22506.7,22504.05,22493.25,22491.75,0.06642466465541695,21,4,70.13,Very Strong
resistance,23615.25,2025-03-27 11:45:00,1414,1415,23614.3,23615.25,23611.5,23600.45,0.06267136701919002,25,6,70.13,Very Strong
resistance,19567.45,2023-10-05 12:00:00,375,376,19560.95,19567.45,19556.75,19554.8,0.06464817848008532,43,7,70.13,Very Strong
resistance,19822.85,2023-10-11 12:00:00,479,480,19817.5,19822.85,19815.95,19809.85,0.06558088266823388,60,5,70.13,Very Strong
resistance,19708.45,2023-10-18 12:30:00,611,612,19708.45,19703.5,19703.25,19696.05,0.0629171751203238,10,6,70.13,Very Strong
resistance,17631.6,2023-04-20 12:00:00,297,298,17631.6,17627.85,17626.4,17620.55,0.06267156695931891,15,6,70.13,Very Strong
resistance,24780.85,2025-09-26 12:00:00,1753,1754,24780.85,24775.15,24771.2,24764.3,0.06678544117735781,22,6,70.13,Very Strong
resistance,17646.7,2023-04-19 10:30:00,265,266,17639.05,17646.7,17637.8,17634.95,0.06658468722197351,28,3,70.13,Very Strong
resistance,17689.0,2023-04-10 12:30:00,117,118,17689.0,17682.75,17682.65,17677.5,0.06501215444626604,41,7,70.13,Very Strong
resistance,22404.05,2024-04-15 12:15:00,948,949,22399.45,22404.05,22398.85,22389.3,0.06583631084558372,17,5,70.13,Very Strong
resistance,25088.2,2025-10-06 13:45:00,1890,1891,25088.2,25076.85,25074.3,25072.45,0.0627785173906458,27,4,70.13,Very Strong
resistance,22655.65,2024-04-09 15:00:00,881,882,22655.65,22652.3,22651.4,22641.55,0.06223613094306357,13,4,70.12,Very Strong
resistance,17819.05,2023-04-12 13:45:00,174,175,17819.05,17812.1,17808.2,17808.3,0.06032869316826654,15,6,70.12,Very Strong
resistance,17637.7,2023-04-10 14:45:00,126,127,17630.0,17637.7,17628.8,17627.0,0.060665506273497836,41,3,70.12,Very Strong
resistance,19818.6,2023-10-11 13:15:00,484,485,19818.6,19815.95,19814.85,19807.0,0.058530875036574455,55,5,70.12,Very Strong
resistance,22373.0,2024-03-28 11:30:00,685,686,22373.0,22370.7,22369.2,22359.3,0.06123452375631667,19,3,70.12,Very Strong
resistance,23272.85,2025-04-03 13:00:00,1523,1524,23272.85,23271.9,23270.25,23258.95,0.05972624753735712,9,7,70.12,Very Strong
resistance,17634.4,2023-04-20 15:15:00,310,311,17634.2,17634.4,17634.2,17623.9,0.059542711972054616,9,4,70.12,Very Strong
resistance,24962.5,2024-10-16 12:00:00,1337,1338,24958.6,24962.5,24956.85,24948.05,0.057886830245370974,17,5,70.12,Very Strong
resistance,19547.55,2023-10-05 09:45:00,366,367,19546.3,19547.55,19543.75,19536.05,0.05883090208235815,51,6,70.12,Very Strong
resistance,25298.6,2025-10-10 12:15:00,1988,1989,25298.6,25294.8,25286.3,25282.85,0.06225640944558197,21,7,70.12,Very Strong
resistance,23292.75,2025-04-03 11:00:00,1515,1516,23291.05,23292.75,23289.1,23278.95,0.05924590269504147,17,6,70.12,Very Strong
resistance,19557.8,2023-10-20 12:15:00,662,663,19557.05,19557.8,19546.95,19546.1,0.0598226794424768,12,5,70.12,Very Strong
resistance,25909.1,2024-09-30 12:30:00,1053,1054,25909.1,25903.55,25900.8,25894.4,0.056736822197595016,17,8,70.11,Very Strong
resistance,25320.65,2025-10-10 13:00:00,1991,1992,25320.65,25320.45,25313.9,25306.2,0.05706804525160581,28,7,70.11,Very Strong
resistance,25203.4,2025-10-13 12:00:00,2013,2014,25198.95,25203.4,25198.7,25189.65,0.054556131315616145,14,3,70.11,Very Strong
resistance,19760.55,2023-10-13 13:45:00,538,539,19757.7,19760.55,19749.85,19749.95,0.0536422316180397,24,4,70.11,Very Strong
resistance,23350.35,2025-04-15 12:45:00,1678,1679,23350.35,23346.2,23340.35,23337.8,0.053746517718146716,8,5,70.11,Very Strong
resistance,25142.05,2025-09-24 13:30:00,1707,1708,25142.05,25140.65,25133.0,25127.85,0.05647908583429247,36,5,70.11,Very Strong
resistance,17666.95,2023-04-17 12:00:00,219,220,17666.95,17665.75,17659.45,17657.2,0.05518779415801822,29,3,70.11,Very Strong
resistance,19841.5,2023-10-17 10:45:00,578,579,19840.4,19841.5,19832.9,19830.6,0.05493536274979943,18,7,70.11,Very Strong
resistance,22432.95,2024-04-02 14:30:00,749,750,22427.15,22432.95,22422.65,22420.55,0.05527583309373692,33,5,70.11,Very Strong
resistance,23250.55,2025-04-02 10:00:00,1485,1486,23250.55,23248.25,23244.65,23238.85,0.05032139024668547,12,6,70.1,Very Strong
resistance,23316.35,2025-04-15 11:30:00,1673,1674,23316.35,23312.6,23311.0,23304.9,0.04910717157701394,9,3,70.1,Very Strong
resistance,17605.35,2023-04-20 13:30:00,303,304,17605.35,17603.8,17601.95,17596.75,0.04884878744244531,20,3,70.1,Very Strong
resistance,19823.15,2023-10-11 11:30:00,477,478,19819.3,19823.15,19816.2,19813.2,0.05019383902155171,62,6,70.1,Very Strong
resistance,17662.9,2023-04-19 12:15:00,272,273,17662.9,17662.25,17654.25,17654.4,0.04812346783370794,8,7,70.1,Very Strong
resistance,19774.65,2023-10-16 12:30:00,559,560,19770.35,19774.65,19766.5,19764.65,0.05056979516704467,12,5,70.1,Very Strong
resistance,23616.8,2025-03-27 14:15:00,1424,1425,23616.8,23614.25,23609.1,23605.05,0.04975271840384811,14,7,70.1,Very Strong
resistance,22432.15,2024-04-02 12:45:00,742,743,22432.05,22432.15,22427.95,22421.15,0.049036761968870565,41,4,70.1,Very Strong
resistance,19798.35,2023-10-12 10:15:00,498,499,19796.4,19798.35,19794.95,19788.7,0.048741435523656354,21,5,70.1,Very Strong
resistance,17632.1,2023-04-10 10:45:00,110,111,17632.1,17629.35,17629.2,17623.35,0.04962539912999587,48,6,70.1,Very Strong
resistance,19668.4,2023-10-06 14:15:00,410,411,19668.4,19668.1,19664.8,19658.5,0.05033454678571442,25,4,70.1,Very Strong
resistance,22504.45,2024-04-05 13:30:00,823,824,22500.65,22504.45,22499.3,22494.65,0.043546942937949036,8,5,70.09,Very Strong
resistance,19576.45,2023-10-05 11:15:00,372,373,19573.35,19576.45,19571.55,19567.55,0.045462788197050304,40,7,70.09,Very Strong
resistance,22430.1,2024-04-02 12:15:00,740,741,22427.55,22430.1,22424.5,22420.45,0.04302254559720116,42,5,70.09,Very Strong
resistance,23609.85,2025-03-26 12:15:00,1390,1391,23609.85,23608.15,23603.75,23599.3,0.04468473963197256,34,6,70.09,Very Strong
resistance,19530.25,2023-10-09 14:30:00,437,438,19530.15,19530.25,19528.55,19521.15,0.046594385632536935,12,4,70.09,Very Strong
resistance,22713.0,2024-04-10 10:45:00,890,891,22713.0,22706.1,22705.0,22702.7,0.04534847884471128,16,4,70.09,Very Strong
resistance,17612.2,2023-04-21 11:15:00,320,321,17612.2,17612.15,17609.25,17604.5,0.043719694302816955,8,4,70.09,Very Strong
resistance,17773.15,2023-04-12 11:45:00,166,167,17773.15,17770.95,17770.45,17765.25,0.044449070648711425,16,4,70.09,Very Strong
resistance,24829.45,2025-10-03 11:45:00,1856,1857,24829.45,24828.85,24821.4,24819.5,0.04007338060247298,10,4,70.08,Very Strong
resistance,25157.6,2025-10-09 11:15:00,1958,1959,25157.6,25154.1,25152.55,25147.55,0.039948166756762465,27,5,70.08,Very Strong
resistance,22423.15,2024-04-02 13:30:00,745,746,22417.2,22423.15,22415.35,22414.35,0.03924515511871842,40,5,70.08,Very Strong
resistance,17641.8,2023-04-10 11:15:00,112,113,17641.8,17640.0,17640.0,17635.0,0.038544819689596714,51,5,70.08,Very Strong
resistance,23319.05,2025-04-15 10:30:00,1669,1670,23319.05,23315.95,23314.9,23309.6,0.04052480697112759,15,4,70.08,Very Strong
resistance,25043.85,2024-10-08 14:15:00,1190,1191,25042.1,25043.85,25036.25,25033.7,0.040528912287838406,66,5,70.08,Very Strong
resistance,22707.6,2024-04-10 12:45:00,898,899,22707.6,22704.85,22702.2,22698.2,0.04139583223237074,10,6,70.08,Very Strong
resistance,25316.1,2025-10-10 14:30:00,1997,1998,25316.1,25310.95,25308.3,25305.55,0.0416730855068485,22,7,70.08,Very Strong
resistance,19820.95,2023-10-12 10:45:00,500,501,19816.0,19820.95,19813.85,19813.5,0.037586493079296034,42,6,70.08,Very Strong
resistance,19834.55,2023-10-17 12:15:00,584,585,19834.55,19834.5,19833.65,19827.5,0.03554403805480473,16,6,70.07,Very Strong
resistance,22678.8,2024-04-08 15:00:00,855,856,22676.35,22678.8,22675.05,22671.15,0.03373194348906387,28,4,70.07,Very Strong
resistance,19700.9,2023-10-13 11:30:00,529,530,19696.5,19700.9,19693.35,19693.6,0.03705414473451928,16,5,70.07,Very Strong
resistance,22708.45,2024-04-10 12:15:00,896,897,22708.45,22705.9,22706.4,22701.05,0.03258698854391848,12,6,70.07,Very Strong
resistance,17617.3,2023-04-20 11:00:00,293,294,17615.95,17617.3,17614.6,17610.95,0.0360441157271463,31,7,70.07,Very Strong
resistance,17648.65,2023-04-18 14:30:00,255,256,17644.8,17648.65,17642.15,17642.1,0.037113320282304366,36,5,70.07,Very Strong
resistance,23314.1,2025-04-02 14:45:00,1504,1505,23314.1,23310.7,23308.75,23307.45,0.02852351152306037,23,7,70.06,Very Strong
resistance,22666.75,2024-04-12 10:45:00,916,917,22665.95,22666.75,22665.15,22659.4,0.03242635137370176,9,3,70.06,Very Strong
resistance,23612.55,2025-03-27 13:45:00,1422,1423,23607.6,23612.55,23605.6,23604.9,0.03239802562619377,17,8,70.06,Very Strong
resistance,19836.2,2023-10-17 11:15:00,580,581,19834.55,19836.2,19834.55,19830.25,0.02999566449219471,20,7,70.06,Very Strong
resistance,22505.55,2024-04-05 12:00:00,817,818,22505.4,22505.55,22500.9,22498.85,0.029770434403961366,14,5,70.06,Very Strong
resistance,22651.95,2024-04-08 11:45:00,842,843,22651.95,22651.7,22650.65,22646.25,0.02516339652877888,24,3,70.05,Very Strong
resistance,19560.35,2023-10-05 13:45:00,382,383,19560.35,19560.25,19559.2,19555.6,0.024283819052317572,45,4,70.05,Very Strong
resistance,19564.75,2023-10-05 14:45:00,386,387,19563.45,19564.75,19563.0,19560.25,0.023000549457570376,38,4,70.05,Very Strong
resistance,19657.85,2023-10-06 13:30:00,407,408,19656.85,19657.85,19656.85,19653.1,0.02416337493673011,28,5,70.05,Very Strong
resistance,19703.75,2023-10-10 13:45:00,460,461,19703.75,19702.65,19700.75,19699.2,0.02309205100551556,30,5,70.05,Very Strong
resistance,19674.55,2023-10-10 12:45:00,456,457,19674.55,19673.15,19671.35,19670.35,0.021347375162332698,15,5,70.04,Very Strong
resistance,19722.55,2023-10-13 12:45:00,534,535,19721.95,19722.55,19718.85,19719.9,0.013436396409175372,16,5,70.03,Very Strong
resistance,22874.25,2025-04-11 09:45:00,1640,1641,22857.65,22874.25,22849.0,22827.6,0.20394111282337762,7,3,65.41,Strong
resistance,22584.35,2024-04-12 14:00:00,929,930,22584.35,22582.4,22580.55,22544.7,0.17556405209801398,7,3,65.35,Strong
resistance,22136.05,2024-04-16 13:00:00,977,978,22136.05,22131.45,22132.0,22100.65,0.15992013028520363,7,3,65.32,Strong
resistance,24867.85,2025-10-01 14:45:00,1842,1843,24860.2,24867.85,24849.4,24835.35,0.13069083173655946,7,4,65.26,Strong
resistance,22154.3,2024-04-16 14:15:00,982,983,22154.3,22153.05,22143.05,22133.35,0.09456403497289793,7,5,65.19,Strong
resistance,17381.9,2023-04-03 10:00:00,29,30,17379.6,17381.9,17374.75,17367.9,0.0805435539267859,7,3,65.16,Strong
resistance,23278.4,2025-04-03 13:30:00,1525,1526,23270.35,23278.4,23268.35,23264.65,0.05906763351433088,7,5,65.12,Strong
resistance,22434.05,2025-04-09 12:15:00,1624,1625,22432.15,22434.05,22432.15,22421.0,0.05817050421122923,7,4,65.12,Strong
resistance,25336.1,2025-10-15 13:00:00,2068,2069,25331.7,25336.1,25331.05,25325.5,0.04183753616380795,7,4,65.08,Strong
resistance,19710.55,2023-10-18 13:15:00,614,615,19710.55,19709.95,19709.65,19705.7,0.024606111955265304,7,4,65.05,Strong
resistance,17651.95,2023-04-17 09:45:00,210,211,17646.05,17651.95,17636.6,17583.25,0.3891921289149398,41,2,60.78,Strong
resistance,25924.65,2025-10-20 09:30:00,2132,2133,25924.65,25895.3,25878.65,25840.9,0.3230516130400989,6,4,60.65,Strong
resistance,25005.9,2024-10-07 11:30:00,1153,1154,25005.9,24990.0,24975.2,24948.5,0.22954582718479022,53,2,60.46,Strong
resistance,17777.6,2023-04-13 13:00:00,197,198,17776.15,17777.6,17776.15,17750.0,0.15525155251551698,6,3,60.31,Strong
resistance,25059.85,2024-10-16 14:30:00,1347,1348,25059.85,25059.05,25050.35,25023.9,0.14345656498341808,39,2,60.29,Strong
resistance,19804.9,2023-10-13 14:30:00,541,542,19804.9,19803.75,19798.85,19778.45,0.13355280763851737,11,2,60.27,Strong
resistance,25776.7,2025-10-17 11:30:00,2114,2115,25771.75,25776.7,25766.4,25743.35,0.12938040943954107,6,4,60.26,Strong
resistance,24720.25,2025-09-29 13:30:00,1785,1786,24705.3,24720.25,24701.35,24689.5,0.1243919458743338,6,3,60.25,Strong
resistance,17544.7,2023-04-05 13:30:00,69,70,17542.05,17544.7,17540.3,17525.7,0.10829481267847271,10,2,60.22,Strong
resistance,24850.75,2025-10-03 12:15:00,1858,1859,24850.75,24840.15,24840.4,24824.75,0.10462460891522388,8,2,60.21,Strong
resistance,19771.75,2023-10-16 14:00:00,565,566,19770.05,19771.75,19766.75,19754.2,0.08876300782681995,6,4,60.18,Strong
resistance,25910.25,2025-10-20 13:15:00,2147,2148,25910.25,25901.5,25898.4,25888.15,0.08529442981059057,6,3,60.17,Strong
resistance,24974.65,2024-10-11 14:00:00,1267,1268,24972.8,24974.65,24967.7,24953.35,0.08528648049122975,31,2,60.17,Strong
resistance,22295.2,2024-04-18 11:15:00,996,997,22295.2,22293.4,22283.0,22276.05,0.08589292762568379,6,4,60.17,Strong
resistance,22630.75,2024-04-08 10:15:00,836,837,22630.45,22630.75,22626.25,22614.75,0.07070026402129845,12,2,60.14,Strong
resistance,22979.1,2025-04-04 12:00:00,1545,1546,22979.1,22974.9,22971.35,22965.3,0.06005457132785563,6,5,60.12,Strong
resistance,19631.45,2023-10-10 11:30:00,451,452,19631.45,19629.35,19628.3,19621.8,0.04915581885190067,6,3,60.1,Strong
resistance,22634.05,2024-04-08 11:00:00,839,840,22634.05,22632.35,22629.3,22623.85,0.04506484698938426,10,2,60.09,Strong
resistance,25860.7,2025-10-20 12:15:00,2143,2144,25856.2,25860.7,25855.25,25849.0,0.04524239483076919,30,2,60.09,Strong
resistance,17612.9,2023-04-21 11:45:00,322,323,17609.95,17612.9,17607.25,17608.05,0.027536635079982184,6,3,60.06,Strong
resistance,19848.0,2023-10-17 13:00:00,587,588,19848.0,19844.6,19843.2,19841.6,0.03224506247481587,6,6,60.06,Strong
resistance,25638.65,2024-10-03 09:45:00,1094,1095,25638.65,25632.25,25616.75,25575.5,0.24630782041956753,5,3,55.49,Strong
resistance,23565.85,2025-03-28 10:00:00,1433,1434,23565.85,23563.8,23556.8,23524.15,0.17695096930514745,5,3,55.35,Strong
resistance,23532.6,2025-03-28 13:00:00,1445,1446,23532.6,23527.5,23527.2,23499.55,0.14044346990982412,5,5,55.28,Strong
resistance,17816.95,2023-04-13 10:00:00,185,186,17816.95,17801.6,17799.5,17792.4,0.13779013804270243,5,3,55.28,Strong
resistance,19583.8,2023-10-20 10:15:00,654,655,19583.8,19578.9,19570.6,19558.25,0.13046497615375605,5,4,55.26,Strong
resistance,19566.3,2023-10-20 13:30:00,667,668,19566.3,19555.2,19554.8,19542.95,0.11933784108389704,5,3,55.24,Strong
resistance,22328.85,2024-04-15 14:45:00,958,959,22328.85,22314.95,22312.05,22304.7,0.10815604027971802,5,3,55.22,Strong
resistance,25994.95,2024-09-30 10:30:00,1045,1046,25994.95,25991.95,25990.0,25970.05,0.09578783571425009,5,4,55.19,Strong
resistance,22308.35,2024-04-18 12:00:00,999,1000,22303.7,22308.35,22303.05,22292.15,0.07261854866001784,5,5,55.15,Strong
resistance,26087.05,2025-10-23 12:00:00,2194,2195,26084.5,26087.05,26082.55,26077.1,0.038141529992853654,5,3,55.08,Strong
resistance,25016.3,2025-10-06 11:15:00,1880,1881,25016.3,25015.45,25014.8,25011.5,0.019187489756675738,7,2,55.04,Strong
resistance,22859.7,2025-04-11 10:15:00,1642,1643,22859.7,22843.3,22832.7,22799.85,0.26181445950735216,6,2,50.52,Strong
resistance,25044.9,2025-09-25 11:30:00,1725,1726,25044.9,25032.7,25031.25,24989.75,0.22020451269520522,13,1,50.44,Strong
resistance,19593.65,2023-10-20 09:30:00,651,652,19585.95,19593.65,19576.7,19561.95,0.16178710959928716,4,3,50.32,Strong
resistance,17748.6,2023-04-11 10:15:00,134,135,17748.6,17745.3,17741.55,17722.8,0.14536357797234303,14,1,50.29,Strong
resistance,23186.8,2025-04-01 14:15:00,1476,1477,23186.8,23163.45,23161.55,23154.75,0.13822519709489567,6,2,50.28,Strong
resistance,23688.55,2025-03-26 10:15:00,1382,1383,23682.8,23688.55,23679.15,23662.8,0.10870230554423974,4,3,50.22,Strong
resistance,17600.55,2023-04-06 10:15:00,82,83,17600.55,17599.9,17588.5,17582.4,0.10312177744444247,42,1,50.21,Strong
resistance,19627.0,2023-10-10 10:45:00,448,449,19625.55,19627.0,19621.9,19610.75,0.08279411015437917,6,2,50.17,Strong
resistance,19575.25,2023-10-20 11:15:00,658,659,19569.15,19575.25,19567.25,19560.4,0.07586110011365652,4,4,50.15,Strong
resistance,19616.45,2023-10-06 10:00:00,393,394,19616.1,19616.45,19605.15,19603.45,0.066270910383887,17,1,50.13,Strong
resistance,17733.95,2023-04-11 15:15:00,154,155,17728.4,17733.95,17728.15,17722.25,0.06597514936041167,4,3,50.13,Strong
resistance,24792.95,2025-10-01 13:30:00,1837,1838,24788.15,24792.95,24787.1,24781.4,0.0465858237926478,6,2,50.09,Strong
