datetime,timeframe,breakout_price,resistance_level,resistance_strength,resistance_timeframe,resistance_hits,resistance_reversals,price_change_pct,candle_range,rsi,volume_ratio,volatility,momentum_5,max_gain,hit_10,hit_20,hit_30,hit_50,hit_100,time_to_10,time_to_20,time_to_30,time_to_50
2023-03-31 13:45:00,15-minute,17354.95,17323.95,Weak,15m,2,0,0.05188531040386948,22.299999999999272,84.24705065926413,0.0,36.990117012235885,32.70000000000073,190.20000000000073,True,True,True,True,True,15.0,60.0,105.0,105.0
2023-03-31 14:00:00,15-minute,17360.8,17323.95,Weak,15m,2,0,0.028232474259461144,16.349999999998545,89.67582804792015,0.0,37.042793886898814,49.29999999999927,184.35000000000218,True,True,True,True,True,15.0,60.0,90.0,90.0
2023-03-31 14:15:00,15-minute,17360.4,17323.95,Weak,15m,2,0,-0.007775713853721802,26.350000000002183,89.33380581148162,0.0,39.98588599677718,43.75,184.75,True,True,True,True,True,30.0,45.0,75.0,75.0
2023-03-31 14:30:00,15-minute,17357.75,17323.95,Weak,15m,2,0,-0.021599516170837774,17.899999999997817,90.13228459063323,0.0,42.26467543319801,32.20000000000073,187.40000000000146,True,True,True,True,True,15.0,30.0,60.0,60.0
2023-03-31 15:15:00,15-minute,17356.85,17323.95,Weak,15m,2,0,-0.03340503897736181,29.799999999999272,81.42744479495262,0.0,44.1226516446798,-3.9500000000007276,193.40000000000146,True,True,True,True,True,15.0,15.0,15.0,15.0
2023-04-03 09:15:00,15-minute,17344.45,17323.95,Weak,15m,2,0,-0.47911544387033467,90.5,60.21924934968418,0.0,45.346132182880666,-13.299999999999272,225.54999999999927,True,True,True,True,True,15.0,30.0,30.0,330.0
2023-04-03 09:30:00,15-minute,17358.4,17323.95,Weak,15m,2,0,0.07523630252490097,37.25,57.222777222777516,0.0,41.54384011277361,-8.19999999999709,211.59999999999854,True,True,True,True,True,15.0,15.0,315.0,345.0
2023-04-03 09:45:00,15-minute,17374.75,17373.7,Strong,15m,9,2,0.09159592945386046,22.25,62.36075825679116,0.0,38.72171157591455,11.549999999999272,195.25,True,True,True,True,True,285.0,300.0,330.0,360.0
2023-04-03 10:30:00,15-minute,17337.85,17323.95,Weak,15m,2,0,-0.15088645794040406,29.299999999999272,48.749519045786855,0.0,28.914734451849363,-6.600000000002183,262.7000000000007,True,True,True,True,True,15.0,90.0,150.0,255.0
2023-04-03 10:45:00,15-minute,17338.85,17323.95,Weak,15m,2,0,0.006921353239897504,22.099999999998545,46.78385936875705,0.0,25.339729051846376,-19.55000000000291,261.7000000000007,True,True,True,True,True,60.0,75.0,195.0,240.0
2023-04-03 11:00:00,15-minute,17324.3,17323.95,Weak,15m,2,0,-0.08362747133596328,22.94999999999709,42.95366795366795,0.0,25.213973125816704,-50.45000000000073,278.90000000000146,True,True,True,True,True,30.0,45.0,60.0,195.0
2023-04-03 11:30:00,15-minute,17330.8,17289.1,Weak,1h,0,0,0.07217798513710931,23.349999999998545,45.10445049954567,0.0,23.784161580875814,-31.900000000001455,288.75,True,True,True,True,True,15.0,30.0,30.0,180.0
2023-04-03 11:30:00,15-minute,17330.8,17323.95,Weak,15m,2,0,0.07217798513710931,23.349999999998545,45.10445049954567,0.0,23.784161580875814,-31.900000000001455,288.75,True,True,True,True,True,15.0,30.0,30.0,180.0
2023-04-03 11:45:00,15-minute,17345.3,17323.95,Weak,15m,2,0,0.08222236967754407,19.600000000002183,46.208615165539435,0.0,22.944019258551798,7.450000000000728,275.25,True,True,True,True,True,15.0,75.0,150.0,180.0
2023-04-03 12:00:00,15-minute,17351.65,17323.95,Weak,15m,2,0,0.04122344258987838,25.399999999997817,47.96547472256488,0.0,22.826751820707354,12.80000000000291,269.6999999999971,True,True,True,True,True,15.0,120.0,150.0,180.0
2023-04-03 12:15:00,15-minute,17356.95,17323.95,Weak,15m,2,0,0.03083289149128716,19.400000000001455,50.017680339462906,0.0,22.83012941729597,32.650000000001455,264.3999999999978,True,True,True,True,True,45.0,120.0,150.0,180.0
2023-04-03 12:15:00,15-minute,17356.95,17353.75,Weak,15m,0,0,0.03083289149128716,19.400000000001455,50.017680339462906,0.0,22.83012941729597,32.650000000001455,264.3999999999978,True,True,True,True,True,45.0,120.0,150.0,180.0
2023-04-03 12:30:00,15-minute,17352.7,17323.95,Weak,15m,2,0,-0.023909868438096876,15.549999999999272,32.576985413289876,9.999988129709983,22.798643051724685,34.79999999999927,268.6499999999978,True,True,True,True,True,30.0,105.0,120.0,150.0
2023-04-03 12:45:00,15-minute,17344.55,17323.95,Weak,15m,2,0,-0.04840675504742107,18.649999999997817,50.03556187766663,4.641489545350635,22.871387549097225,13.75,276.7999999999993,True,True,True,True,True,15.0,15.0,90.0,120.0
2023-04-03 13:00:00,15-minute,17348.25,17323.95,Weak,15m,2,0,0.022197366296894356,32.599999999998545,46.1066359800531,3.3708384428173366,22.88957990922932,2.9500000000007276,278.40000000000146,True,True,True,True,True,45.0,60.0,90.0,120.0
2023-04-03 13:15:00,15-minute,17342.7,17323.95,Weak,15m,2,0,-0.031415453520984814,16.200000000000728,36.595566708490395,1.8013927782001702,22.79858605957216,-8.950000000000728,296.0,True,True,True,True,True,15.0,45.0,60.0,90.0
2023-04-03 13:30:00,15-minute,17347.4,17323.95,Weak,15m,2,0,0.030273063028517223,17.30000000000291,41.26916524701885,0.0,22.67808239363616,-9.549999999999272,291.2999999999993,True,True,True,True,True,15.0,30.0,45.0,75.0
2023-04-03 13:45:00,15-minute,17348.6,17323.95,Weak,15m,2,0,0.01152963693173302,19.349999999998545,43.783068783067705,0.0,22.65277068565253,-4.100000000002183,290.1000000000022,True,True,True,True,True,15.0,15.0,45.0,75.0
2023-04-03 14:00:00,15-minute,17371.75,17323.95,Weak,15m,2,0,0.13863509283651015,29.0,65.17457475380587,0.0,14.731543984178126,27.200000000000728,266.9500000000007,True,True,True,True,True,30.0,45.0,60.0,90.0
2023-04-03 14:00:00,15-minute,17371.75,17353.75,Weak,15m,0,0,0.13863509283651015,29.0,65.17457475380587,0.0,14.731543984178126,27.200000000000728,266.9500000000007,True,True,True,True,True,30.0,45.0,60.0,90.0
2023-04-03 14:15:00,15-minute,17374.0,17353.75,Weak,15m,0,0,0.01583075483917392,20.900000000001455,65.55998229305106,0.0,15.761688227768643,25.75,264.7000000000007,True,True,True,True,True,15.0,30.0,45.0,90.0
2023-04-03 14:15:00,15-minute,17374.0,17373.7,Strong,15m,9,2,0.01583075483917392,20.900000000001455,65.55998229305106,0.0,15.761688227768643,25.75,264.7000000000007,True,True,True,True,True,15.0,30.0,45.0,90.0
2023-04-03 14:30:00,15-minute,17386.3,17353.75,Weak,15m,0,0,0.07569151247757497,20.150000000001455,78.00361336946776,0.0,17.67532922346353,43.599999999998545,252.40000000000146,True,True,True,True,True,15.0,45.0,60.0,75.0
2023-04-03 14:30:00,15-minute,17386.3,17373.7,Strong,15m,9,2,0.07569151247757497,20.150000000001455,78.00361336946776,0.0,17.67532922346353,43.599999999998545,252.40000000000146,True,True,True,True,True,15.0,45.0,60.0,75.0
2023-04-03 14:45:00,15-minute,17382.7,17353.75,Weak,15m,0,0,-0.018980789140683723,18.600000000002183,80.0278035217797,0.0,18.30941859291168,35.29999999999927,256.0,True,True,True,True,True,15.0,15.0,45.0,60.0
2023-04-03 14:45:00,15-minute,17382.7,17373.7,Strong,15m,9,2,-0.018980789140683723,18.600000000002183,80.0278035217797,0.0,18.30941859291168,35.29999999999927,256.0,True,True,True,True,True,15.0,15.0,45.0,60.0
2023-04-03 15:00:00,15-minute,17404.1,17373.7,Strong,15m,9,2,0.11850317830125433,22.799999999999272,81.48625429553292,0.0,21.50928364438697,55.5,234.60000000000218,True,True,True,True,True,30.0,45.0,45.0,45.0
2023-04-03 15:00:00,15-minute,17404.1,17397.9,Weak,15m,0,0,0.11850317830125433,22.799999999999272,81.48625429553292,0.0,21.50928364438697,55.5,234.60000000000218,True,True,True,True,True,30.0,45.0,45.0,45.0
2023-04-03 15:15:00,15-minute,17399.7,17373.7,Strong,15m,9,2,-0.023845298597711527,16.700000000000728,75.58795860771575,0.0,23.812967912242105,27.950000000000728,239.0,True,True,True,True,True,15.0,15.0,30.0,30.0
2023-04-03 15:15:00,15-minute,17399.7,17397.9,Weak,15m,0,0,-0.023845298597711527,16.700000000000728,75.58795860771575,0.0,23.812967912242105,27.950000000000728,239.0,True,True,True,True,True,15.0,15.0,30.0,30.0
2023-04-05 09:00:00,15-minute,17422.3,17397.9,Weak,15m,0,0,0.0,0.0,78.82496940024579,0.0,27.7195000714408,48.29999999999927,216.40000000000146,True,True,True,True,True,15.0,15.0,15.0,30.0
2023-04-05 09:15:00,15-minute,17465.95,17397.9,Weak,15m,0,0,0.2505409733502549,54.14999999999782,83.87197016780732,0.0,36.045537354270465,79.65000000000146,172.75,True,True,True,True,True,30.0,45.0,60.0,195.0
2023-04-05 09:15:00,15-minute,17465.95,17427.95,Moderate,1d,5,2,0.2505409733502549,54.14999999999782,83.87197016780732,0.0,36.045537354270465,79.65000000000146,172.75,True,True,True,True,True,30.0,45.0,60.0,195.0
2023-04-05 09:45:00,15-minute,17473.2,17473.15,Weak,15m,0,0,0.08620615586416241,26.849999999998545,87.45269286754204,0.0,43.80972697509282,69.10000000000218,177.95000000000073,True,True,True,True,True,15.0,30.0,45.0,165.0
2023-04-05 10:00:00,15-minute,17491.65,17473.15,Weak,15m,0,0,0.10874137580733317,25.549999999999272,88.44504021447909,0.0,48.72469140623062,91.95000000000073,164.54999999999927,True,True,True,True,True,15.0,30.0,150.0,180.0
2023-04-05 10:15:00,15-minute,17500.95,17473.15,Weak,15m,0,0,0.05602833432907082,19.19999999999709,91.59001314060606,0.0,53.66123337295082,78.65000000000146,159.5,True,True,True,True,True,15.0,135.0,150.0,285.0
2023-04-05 10:30:00,15-minute,17505.15,17473.15,Weak,15m,0,0,0.02714223674887431,15.700000000000728,91.56785243741925,0.0,57.778295130257405,39.20000000000073,155.29999999999927,True,True,True,True,True,90.0,120.0,135.0,270.0
2023-04-05 10:45:00,15-minute,17487.7,17473.15,Weak,15m,0,0,-0.10453558779846493,25.549999999999272,83.76213592233123,0.0,59.56274533280295,29.75,172.75,True,True,True,True,True,30.0,60.0,105.0,120.0
2023-04-05 11:00:00,15-minute,17485.95,17473.15,Weak,15m,0,0,-0.010292919329240598,10.69999999999709,80.93174431202705,0.0,60.22010346922058,12.75,174.5,True,True,True,True,True,15.0,45.0,90.0,105.0
2023-04-05 11:15:00,15-minute,17495.35,17473.15,Weak,15m,0,0,0.05490184864817663,16.450000000000728,81.6427640156462,0.0,60.10632087569628,3.6999999999970896,165.10000000000218,True,True,True,True,True,30.0,45.0,75.0,195.0
2023-04-05 11:30:00,15-minute,17488.2,17473.15,Weak,15m,0,0,-0.04058232782517902,8.450000000000728,77.30439442658259,0.0,58.88609075335435,-12.75,172.25,True,True,True,True,True,15.0,15.0,60.0,75.0
2023-04-05 11:45:00,15-minute,17504.2,17473.15,Weak,15m,0,0,0.08862865736161063,23.850000000002183,80.52763819095588,0.0,57.10275110896562,-0.9500000000007276,156.25,True,True,True,True,True,15.0,45.0,60.0,195.0
2023-04-05 11:45:00,15-minute,17504.2,17498.7,Weak,15m,0,0,0.08862865736161063,23.850000000002183,80.52763819095588,0.0,57.10275110896562,-0.9500000000007276,156.25,True,True,True,True,True,15.0,45.0,60.0,195.0
2023-04-05 12:00:00,15-minute,17509.85,17473.15,Weak,15m,0,0,0.033420932358309785,22.700000000000728,78.85402455661779,0.0,54.79656749480452,22.149999999997817,150.60000000000218,True,True,True,True,True,30.0,45.0,45.0,180.0
2023-04-05 12:00:00,15-minute,17509.85,17498.7,Weak,15m,0,0,0.033420932358309785,22.700000000000728,78.85402455661779,0.0,54.79656749480452,22.149999999997817,150.60000000000218,True,True,True,True,True,30.0,45.0,45.0,180.0
2023-04-05 12:15:00,15-minute,17507.7,17473.15,Weak,15m,0,0,-0.014848403511068028,15.600000000002183,79.8342541436476,0.0,51.062140355001574,21.75,160.95000000000073,True,True,True,True,True,15.0,15.0,30.0,165.0
2023-04-05 12:15:00,15-minute,17507.7,17498.7,Weak,15m,0,0,-0.014848403511068028,15.600000000002183,79.8342541436476,0.0,51.062140355001574,21.75,160.95000000000073,True,True,True,True,True,15.0,15.0,30.0,165.0
2023-04-05 12:30:00,15-minute,17525.7,17498.7,Weak,15m,0,0,0.10424133725928104,23.75,79.30839002267712,9.999984808099713,49.309368171536555,30.350000000002183,152.59999999999854,True,True,True,True,True,15.0,120.0,150.0,240.0
2023-04-05 12:45:00,15-minute,17535.25,17498.7,Weak,15m,0,0,0.05506230885106048,24.25,74.34996486296669,5.358634571114455,47.048223510872,47.04999999999927,153.75,True,True,True,True,True,105.0,135.0,150.0,225.0
2023-04-05 13:30:00,15-minute,17525.7,17498.7,Weak,15m,0,0,-0.08551540132377841,30.799999999999272,64.15800415800513,0.0,36.37293166487797,18.0,168.39999999999782,True,True,True,True,True,30.0,60.0,90.0,180.0
2023-04-05 13:45:00,15-minute,17523.6,17498.7,Weak,15m,0,0,-0.012552921977888187,16.75,60.017691287040876,0.0,29.556586673579,-2.100000000002183,170.5,True,True,True,True,True,15.0,45.0,75.0,165.0
2023-04-05 14:00:00,15-minute,17536.8,17498.7,Weak,15m,0,0,0.07361375036377642,21.849999999998545,62.965997541990944,0.0,24.53969609049784,1.5499999999992724,157.29999999999927,True,True,True,True,True,30.0,60.0,75.0,150.0
2023-04-06 09:15:00,15-minute,17531.95,17498.7,Weak,15m,0,0,-0.010836182583960838,31.700000000000728,60.475161987041034,0.0,21.109984542214697,-11.149999999997817,162.14999999999782,True,True,True,True,True,45.0,45.0,45.0,45.0
2023-04-06 09:30:00,15-minute,17533.2,17498.7,Weak,15m,0,0,0.0025666253154851782,19.899999999997817,53.78787878787878,0.0,18.899553566266647,-12.200000000000728,171.59999999999854,True,True,True,True,True,30.0,30.0,30.0,30.0
2023-04-06 09:45:00,15-minute,17527.85,17498.7,Weak,15m,0,0,-0.028802993229887296,32.10000000000218,46.09704641350146,0.0,17.218287975106318,-24.700000000000728,179.3000000000029,True,True,True,True,True,15.0,15.0,15.0,15.0
2023-04-06 10:00:00,15-minute,17588.5,17498.7,Weak,15m,0,0,0.34487578481348885,80.34999999999854,66.65579119086397,0.0,18.879573165172136,27.5,128.04999999999927,True,True,True,True,True,15.0,45.0,60.0,165.0
2023-04-06 10:00:00,15-minute,17588.5,17537.55,Weak,15m,0,0,0.34487578481348885,80.34999999999854,66.65579119086397,0.0,18.879573165172136,27.5,128.04999999999927,True,True,True,True,True,15.0,45.0,60.0,165.0
2023-04-06 13:45:00,15-minute,17568.25,17537.55,Weak,15m,0,0,-0.03300320643220699,24.0,45.620550913029454,0.0,33.784666017299216,-56.54999999999927,180.34999999999854,True,True,True,True,True,15.0,30.0,45.0,105.0
2023-04-12 09:00:00,15-minute,17759.55,17748.6,Very Strong,1h,31,4,0.0,0.0,75.54811205846337,0.0,22.860529504384978,54.54999999999927,77.85000000000218,True,True,True,True,False,15.0,240.0,240.0,255.0
2023-04-12 09:15:00,15-minute,17763.7,17748.6,Very Strong,1h,31,4,0.023367709204351772,57.60000000000218,81.16492560936871,0.0,26.745375768728064,51.900000000001455,77.79999999999927,True,True,True,True,False,15.0,225.0,225.0,255.0
2023-04-12 09:30:00,15-minute,17763.75,17748.6,Very Strong,1h,31,4,-0.00337755110656199,23.900000000001455,79.2899408284011,0.0,29.981465656391308,49.349999999998545,99.25,True,True,True,True,False,165.0,210.0,210.0,240.0
2023-04-12 09:45:00,15-minute,17761.65,17748.6,Very Strong,1h,31,4,-0.015480399000247684,12.450000000000728,77.65696246930851,0.0,32.43826687579883,33.5,101.34999999999854,True,True,True,True,True,105.0,195.0,195.0,210.0
2023-04-12 10:00:00,15-minute,17751.55,17748.6,Very Strong,1h,31,4,-0.056020043352198456,12.950000000000728,80.53837759185006,0.0,33.24134196750305,29.299999999999272,111.45000000000073,True,True,True,True,True,60.0,90.0,180.0,195.0
2023-04-12 10:45:00,15-minute,17754.15,17748.6,Very Strong,1h,31,4,0.05579272158587405,15.5,68.56521739130407,0.0,31.17972350593249,-9.599999999998545,108.84999999999854,True,True,True,True,True,15.0,90.0,135.0,150.0
2023-04-12 11:00:00,15-minute,17754.35,17748.6,Very Strong,1h,31,4,0.0016897552952665584,15.349999999998545,68.00884955752083,0.0,30.205060028539606,-7.30000000000291,108.65000000000146,True,True,True,True,True,30.0,75.0,120.0,135.0
2023-04-12 11:15:00,15-minute,17762.05,17748.6,Very Strong,1h,31,4,0.045905406699360794,12.149999999997817,75.45738509593915,0.0,29.36429356981455,10.5,100.95000000000073,True,True,True,True,True,15.0,105.0,105.0,135.0
2023-04-12 11:30:00,15-minute,17770.45,17748.6,Very Strong,1h,31,4,0.04616532252389606,12.200000000000728,75.80290365156213,0.0,26.66771394622661,28.299999999999272,92.54999999999927,True,True,True,True,False,90.0,90.0,105.0,225.0
2023-04-12 11:45:00,15-minute,17765.25,17748.6,Very Strong,1h,31,4,-0.025323935339551764,8.299999999999272,71.87096774193486,0.0,24.399171011848942,21.700000000000728,97.75,True,True,True,True,False,30.0,75.0,75.0,105.0
2023-04-12 12:00:00,15-minute,17761.75,17748.6,Very Strong,1h,31,4,-0.02110832793898286,14.25,65.8490566037729,0.0,22.377587471970582,7.599999999998545,101.25,True,True,True,True,True,15.0,60.0,60.0,75.0
2023-04-12 12:15:00,15-minute,17775.55,17748.6,Very Strong,1h,31,4,0.08304806089815775,15.799999999999272,73.3977172958737,0.0,22.2061934227611,21.200000000000728,87.45000000000073,True,True,True,True,False,45.0,45.0,60.0,225.0
2023-04-12 12:30:00,15-minute,17766.25,17748.6,Very Strong,1h,31,4,-0.05260019352369848,13.5,53.89988358556513,9.999980990035166,21.237585228299114,4.200000000000728,96.75,True,True,True,True,False,15.0,30.0,45.0,60.0
2023-04-12 12:45:00,15-minute,17772.8,17748.6,Very Strong,1h,31,4,0.037149193412201506,12.850000000002183,55.15288788221914,4.7190591964624,19.178619537968284,2.349999999998545,90.20000000000073,True,True,True,True,False,15.0,15.0,30.0,150.0
2023-04-12 13:00:00,15-minute,17792.35,17748.6,Very Strong,1h,31,4,0.11281601143351887,31.850000000002183,63.265306122448834,4.454375667690842,18.687395661058023,27.099999999998545,70.65000000000146,True,True,True,True,False,15.0,30.0,135.0,540.0
2023-04-12 14:45:00,15-minute,17778.35,17748.6,Very Strong,1h,31,4,-0.09047764892987523,28.549999999999272,57.263814616755425,0.0,22.217526717352758,-29.850000000002183,84.65000000000146,True,True,True,True,False,15.0,15.0,15.0,405.0
2023-04-13 09:15:00,15-minute,17808.9,17748.6,Very Strong,1h,31,4,0.008985079152943921,45.14999999999782,62.53288237504718,0.0,20.73647228702709,14.25,54.099999999998545,True,True,True,True,False,15.0,345.0,360.0,375.0
2023-04-13 10:45:00,15-minute,17759.65,17748.6,Very Strong,1h,31,4,-0.18322584271240874,35.5,33.14859715968319,0.0,15.627198582683365,-39.14999999999782,103.34999999999854,True,True,True,True,True,60.0,180.0,195.0,225.0
2023-04-13 11:15:00,15-minute,17750.55,17748.6,Very Strong,1h,31,4,0.02056697225993169,20.5,32.96560674886581,0.0,19.91477417093552,-41.85000000000218,112.45000000000073,True,True,True,True,True,15.0,90.0,150.0,180.0
2023-04-13 11:30:00,15-minute,17760.75,17748.6,Very Strong,1h,31,4,0.06225457331672801,15.799999999999272,39.12764592687685,0.0,21.251442521076957,-37.650000000001455,102.25,True,True,True,True,True,75.0,135.0,150.0,180.0
2023-04-13 11:45:00,15-minute,17769.2,17748.6,Very Strong,1h,31,4,0.04954843359383388,11.94999999999709,46.90982776089261,0.0,21.765858707599442,-23.25,93.79999999999927,True,True,True,True,False,105.0,135.0,150.0,180.0
2023-04-13 12:30:00,15-minute,17752.35,17748.6,Very Strong,1h,31,4,0.07102693104467958,23.69999999999709,30.126582278482317,9.999983180500145,25.512916749524845,1.7999999999992724,110.65000000000146,True,True,True,True,True,15.0,15.0,75.0,105.0
2023-04-13 12:45:00,15-minute,17776.15,17748.6,Very Strong,1h,31,4,0.13688714134021476,29.0,39.79432845123166,6.033868627785306,25.023914877671764,15.400000000001455,86.84999999999854,True,True,True,True,False,75.0,90.0,105.0,120.0
2023-04-13 12:45:00,15-minute,17776.15,17770.1,Moderate,15m,3,3,0.13688714134021476,29.0,39.79432845123166,6.033868627785306,25.023914877671764,15.400000000001455,86.84999999999854,True,True,True,True,False,75.0,90.0,105.0,120.0
2023-04-13 13:00:00,15-minute,17750.0,17748.6,Very Strong,1h,31,4,-0.14457939771711228,28.69999999999709,36.175637393768774,3.0022380696658466,25.65077856137801,-19.200000000000728,113.0,True,True,True,True,True,15.0,30.0,45.0,75.0
2023-04-13 13:15:00,15-minute,17761.35,17748.6,Very Strong,1h,31,4,0.06450740567550853,17.149999999997817,39.8076409297356,2.939987777648111,25.91771531444464,14.75,101.65000000000146,True,True,True,True,True,15.0,30.0,45.0,90.0
2023-04-13 13:30:00,15-minute,17770.55,17748.6,Very Strong,1h,31,4,0.05207952120621801,19.849999999998545,44.22721268163781,0.0,24.613485820292652,29.950000000000728,92.45000000000073,True,True,True,True,False,15.0,30.0,45.0,75.0
2023-04-13 13:30:00,15-minute,17770.55,17770.1,Moderate,15m,3,3,0.05207952120621801,19.849999999998545,44.22721268163781,0.0,24.613485820292652,29.950000000000728,92.45000000000073,True,True,True,True,False,15.0,30.0,45.0,75.0
2023-04-13 13:45:00,15-minute,17782.7,17748.6,Very Strong,1h,31,4,0.06302225473370694,23.200000000000728,45.982599795291776,0.0,22.561142655234836,30.350000000002183,80.29999999999927,True,True,True,True,False,15.0,30.0,60.0,75.0
2023-04-13 13:45:00,15-minute,17782.7,17770.1,Moderate,15m,3,3,0.06302225473370694,23.200000000000728,45.982599795291776,0.0,22.561142655234836,30.350000000002183,80.29999999999927,True,True,True,True,False,15.0,30.0,60.0,75.0
2023-04-13 14:00:00,15-minute,17780.6,17770.1,Moderate,15m,3,3,-0.013214905288504905,15.0,46.90681284259949,0.0,21.191122148432562,4.44999999999709,82.40000000000146,True,True,True,True,False,15.0,15.0,30.0,60.0
2023-04-13 14:15:00,15-minute,17801.7,17770.1,Moderate,15m,3,3,0.1189502012030081,25.25,61.6902974701127,0.0,20.58288699034071,51.70000000000073,61.29999999999927,True,True,True,True,False,30.0,30.0,45.0,75.0
2023-04-13 14:15:00,15-minute,17801.7,17793.5,Weak,15m,0,0,0.1189502012030081,25.25,61.6902974701127,0.0,20.58288699034071,51.70000000000073,61.29999999999927,True,True,True,True,False,30.0,30.0,45.0,75.0
2023-04-13 14:30:00,15-minute,17795.55,17770.1,Moderate,15m,3,3,-0.03454726234012176,21.400000000001455,63.782696177061375,0.0,20.368514628536772,34.20000000000073,67.45000000000073,True,True,True,True,False,15.0,15.0,15.0,60.0
2023-04-13 14:30:00,15-minute,17795.55,17793.5,Weak,15m,0,0,-0.03454726234012176,21.400000000001455,63.782696177061375,0.0,20.368514628536772,34.20000000000073,67.45000000000073,True,True,True,True,False,15.0,15.0,15.0,60.0
2023-04-13 14:45:00,15-minute,17819.75,17770.1,Moderate,15m,3,3,0.137114470915163,34.14999999999782,67.72540983606439,0.0,22.253260553865523,49.20000000000073,43.25,True,True,True,False,False,15.0,30.0,45.0,
2023-04-13 14:45:00,15-minute,17819.75,17793.5,Weak,15m,0,0,0.137114470915163,34.14999999999782,67.72540983606439,0.0,22.253260553865523,49.20000000000073,43.25,True,True,True,False,False,15.0,30.0,45.0,
2023-04-13 14:45:00,15-minute,17819.75,17816.95,Weak,15m,2,1,0.137114470915163,34.14999999999782,67.72540983606439,0.0,22.253260553865523,49.20000000000073,43.25,True,True,True,False,False,15.0,30.0,45.0,
2023-04-13 15:00:00,15-minute,17836.55,17793.5,Weak,15m,0,0,0.10214189304846256,31.30000000000291,68.78097125867049,0.0,26.1802782093779,53.849999999998545,26.450000000000728,True,True,False,False,False,30.0,30.0,,
2023-04-13 15:00:00,15-minute,17836.55,17816.95,Weak,15m,2,1,0.10214189304846256,31.30000000000291,68.78097125867049,0.0,26.1802782093779,53.849999999998545,26.450000000000728,True,True,False,False,False,30.0,30.0,,
2023-04-13 15:15:00,15-minute,17828.15,17816.95,Weak,15m,2,1,-0.04737449962435156,15.099999999998545,64.60966542750867,0.0,28.35537450243137,47.55000000000291,34.849999999998545,True,True,True,False,False,15.0,15.0,15.0,
2023-04-17 09:00:00,15-minute,17863.0,17841.5,Very Strong,1h,10,5,0.0,0.0,77.19626168224241,0.0,34.26391102456943,61.29999999999927,0.0,False,False,False,False,False,,,,
2023-04-17 10:45:00,15-minute,17655.2,17651.95,Strong,15m,51,2,0.05355397191958816,30.799999999999272,36.42461669505958,0.0,86.08644595779595,18.600000000002183,111.39999999999782,True,True,True,True,True,15.0,90.0,105.0,255.0
2023-04-17 11:30:00,15-minute,17657.8,17651.95,Strong,15m,51,2,0.07651196136996083,24.850000000002183,35.38771613450699,0.0,90.84337432034697,17.149999999997817,108.79999999999927,True,True,True,True,True,45.0,45.0,60.0,210.0
2023-04-17 11:45:00,15-minute,17659.45,17651.95,Strong,15m,51,2,0.011326663816122939,16.0,32.14126559714771,0.0,91.22675132825006,13.850000000002183,107.14999999999782,True,True,True,True,True,30.0,30.0,45.0,195.0
2023-04-17 12:00:00,15-minute,17657.2,17651.95,Strong,15m,51,2,-0.015571958018001182,21.799999999999272,29.34945308002284,0.0,91.07302488582114,2.0,109.39999999999782,True,True,True,True,True,15.0,15.0,30.0,180.0
2023-04-17 12:15:00,15-minute,17682.6,17651.95,Strong,15m,51,2,0.14668652692744294,29.19999999999709,33.87257617728474,0.0,89.52927465219314,41.64999999999782,84.0,True,True,True,True,False,15.0,135.0,165.0,195.0
2023-04-17 12:15:00,15-minute,17682.6,17676.55,Very Strong,15m,33,4,0.14668652692744294,29.19999999999709,33.87257617728474,0.0,89.52927465219314,41.64999999999782,84.0,True,True,True,True,False,15.0,135.0,165.0,195.0
2023-04-17 12:30:00,15-minute,17677.8,17651.95,Strong,15m,51,2,-0.023752969121144257,19.599999999998545,28.01519468186092,9.999990868373818,87.81576629069073,33.39999999999782,88.79999999999927,True,True,True,True,False,15.0,120.0,150.0,180.0
2023-04-17 12:30:00,15-minute,17677.8,17676.55,Very Strong,15m,33,4,-0.023752969121144257,19.599999999998545,28.01519468186092,9.999990868373818,87.81576629069073,33.39999999999782,88.79999999999927,True,True,True,True,False,15.0,120.0,150.0,180.0
2023-04-17 12:45:00,15-minute,17680.35,17651.95,Strong,15m,51,2,0.017536664356721462,14.599999999998545,61.75717213114737,3.6769607382635394,84.44088153077585,22.549999999999272,86.25,True,True,True,True,False,90.0,105.0,135.0,165.0
2023-04-17 12:45:00,15-minute,17680.35,17676.55,Very Strong,15m,33,4,0.017536664356721462,14.599999999998545,61.75717213114737,3.6769607382635394,84.44088153077585,22.549999999999272,86.25,True,True,True,True,False,90.0,105.0,135.0,165.0
2023-04-17 13:00:00,15-minute,17671.25,17651.95,Strong,15m,51,2,-0.05260017363712822,28.25,58.5703685382148,2.8766921639376206,80.95799771947664,11.799999999999272,95.34999999999854,True,True,True,True,False,30.0,75.0,90.0,150.0
2023-04-17 13:15:00,15-minute,17667.9,17651.95,Strong,15m,51,2,-0.017825765871285617,19.25,77.81794281958747,2.6233063910941277,74.65565067455398,10.700000000000728,98.69999999999709,True,True,True,True,False,15.0,30.0,75.0,135.0
2023-04-17 13:30:00,15-minute,17680.9,17651.95,Strong,15m,51,2,0.074995825704041,24.350000000002183,75.56118754525879,0.0,64.79285535668339,-1.6999999999970896,85.69999999999709,True,True,True,True,False,45.0,60.0,90.0,120.0
