datetime,timeframe,candle_close,candle_low,support_level,support_strength,support_timeframe,support_hits,support_reversals,bounce_distance,bounce_pct,close_above_pct,lower_wick,wick_ratio,price_change_pct,candle_range,body_size,rsi,volume_ratio,volatility,momentum_5,max_rally,next_candle_higher,next_3_higher,next_5_higher,rally_10,rally_20,rally_30,rally_50,rally_100,time_to_10,time_to_20,time_to_30,time_to_50
2023-03-31 11:30:00,15-minute,17275.5,17258.6,17233.65,Weak,1h,0,0,41.849999999998545,0.24283886466301996,0.24283886466301996,0.0,0.0,0.0979221953113315,24.75,16.900000000001455,,0.0,,19.25,384.9500000000007,True,True,True,True,True,True,True,True,15.0,60.0,60.0,105.0
2023-03-31 13:15:00,15-minute,17325.55,17312.4,17306.55,Moderate,15m,2,2,19.0,0.10978502358933467,0.10978502358933467,5.099999999998545,0.30538922155685233,0.046484769741586676,16.69999999999709,8.049999999999272,76.66666666577223,3.193213296398892,,46.849999999998545,363.4500000000007,True,True,True,True,True,True,True,True,15.0,30.0,30.0,90.0
2023-04-03 10:15:00,15-minute,17362.7,17351.4,17325.8,Weak,15m,0,0,36.900000000001455,0.21297717854299056,0.21297717854299056,11.299999999999272,0.41774491682068676,-0.03166706970209924,27.049999999999272,5.5,57.317313373724005,0.0,32.98463866950486,-65.25,344.4500000000007,False,False,False,True,True,True,True,True,240.0,255.0,270.0,2805.0
2023-03-31 15:00:00,15-minute,17363.2,17357.05,17344.15,Strong,15m,6,5,19.049999999999272,0.1098353046992748,0.1098353046992748,6.150000000001455,0.2536082474227404,-0.02763703362505339,24.25,4.799999999999272,85.91318591220264,0.0,44.61461076173299,8.25,330.8999999999978,False,False,True,True,True,True,True,True,3960.0,3960.0,3960.0,3960.0
2023-04-03 15:15:00,15-minute,17399.7,17393.55,17379.3,Weak,15m,0,0,20.400000000001455,0.11738102225061686,0.11738102225061686,6.150000000001455,0.3682634730539633,-0.023845298597711527,16.700000000000728,4.149999999997817,75.58795860672024,0.0,23.812967912242105,27.950000000000728,348.8999999999978,True,True,True,True,True,True,True,True,2505.0,2505.0,2520.0,2520.0
2023-04-05 10:00:00,15-minute,17491.65,17466.95,17454.35,Weak,15m,0,0,37.30000000000291,0.21370030966494263,0.21370030966494263,5.700000000000728,0.22309197651666887,0.10874137580733317,25.549999999999272,19.0,88.44504021381518,0.0,48.72469140623062,91.95000000000073,267.8999999999978,True,False,True,True,True,True,True,True,15.0,30.0,150.0,180.0
2023-04-05 11:30:00,15-minute,17488.2,17487.5,17478.15,Very Strong,1h,14,7,10.049999999999272,0.05750036474111546,0.05750036474111546,0.7000000000007276,0.0828402366864695,-0.04058232782517902,8.450000000000728,7.099999999998545,77.3043944260026,0.0,58.88609075335435,-12.75,291.2000000000007,True,True,True,True,True,True,True,True,15.0,15.0,60.0,75.0
2023-04-05 12:45:00,15-minute,17535.25,17517.0,17499.05,Weak,15m,0,0,36.20000000000073,0.20686837285453058,0.20686837285453058,8.599999999998545,0.35463917525767197,0.05506230885106048,24.25,9.650000000001455,74.3499648622352,5.358634571114455,47.048223510872,47.04999999999927,244.15000000000146,True,False,True,True,True,True,True,True,105.0,135.0,150.0,1275.0
2023-04-05 14:15:00,15-minute,17539.6,17525.9,17517.15,Weak,15m,0,0,22.44999999999709,0.1281601173706744,0.1281601173706744,10.649999999997817,0.7473684210524784,0.017392246479491533,14.25,3.0499999999992724,74.16201117221874,0.0,23.900109419555687,2.149999999997817,272.15000000000146,True,True,False,True,True,True,True,True,30.0,45.0,60.0,1185.0
2023-04-06 14:30:00,15-minute,17595.9,17575.1,17552.0,Very Strong,1h,19,6,43.900000000001455,0.2501139471285406,0.2501139471285406,5.55000000000291,0.16017316017323743,0.0867430953918086,34.650000000001455,15.25,42.71274861389152,0.0,24.29110122431983,-20.899999999997817,231.34999999999854,True,True,True,True,True,True,True,True,15.0,5430.0,5430.0,5445.0
2023-04-19 13:30:00,15-minute,17594.1,17594.1,17574.35,Very Strong,1h,53,8,19.75,0.11237968971825416,0.11237968971825416,0.0,0.0,-0.19372314325018908,36.25,34.150000000001455,35.545416839071024,0.0,15.30686464531405,-60.30000000000291,1982.3500000000022,True,True,True,True,True,True,True,True,15.0,60.0,90.0,1185.0
2023-04-06 12:15:00,15-minute,17614.05,17597.65,17594.8,Very Strong,15m,68,5,19.25,0.10940732489144521,0.10940732489144521,4.849999999998545,0.23429951690817521,0.06561567959096307,20.69999999999709,11.549999999999272,64.6506489914911,0.0,33.633488461024825,-4.200000000000728,213.20000000000073,True,True,False,True,True,True,True,True,15.0,30.0,5580.0,5730.0
2023-04-19 10:30:00,15-minute,17634.95,17626.75,17612.55,Very Strong,1h,95,6,22.400000000001455,0.12718203780827567,0.12718203780827567,8.200000000000728,0.4110275689223272,-0.016158477814685192,19.950000000000728,2.849999999998545,59.11443358156806,0.0,24.67256560288192,-0.049999999999272404,1911.3499999999985,True,True,True,True,True,True,True,True,15.0,60.0,135.0,241830.0
2023-04-19 11:45:00,15-minute,17653.25,17642.15,17631.05,Very Strong,15m,19,3,22.200000000000728,0.1259142251879538,0.1259142251879538,5.44999999999709,0.4560669456065621,0.032015684852339445,11.94999999999709,5.650000000001455,51.97657393779623,0.0,10.415475581353348,18.299999999999272,1910.0499999999993,True,True,False,True,True,True,True,True,45.0,1290.0,1305.0,241755.0
