datetime,open,high,low,close,volume,stock_code,exchange_code
2023-03-31 09:15:00,17210.35,17289.1,17209.45,17256.9,0,NIFTY,NSE
2023-03-31 10:15:00,17256.35,17269.6,17233.65,17245.5,0,NIFTY,NSE
2023-03-31 11:15:00,17245.1,17291.95,17242.1,17278.7,0,NIFTY,NSE
2023-03-31 12:15:00,17279.0,17325.4,17268.65,17316.65,19078079,NIFTY,NSE
2023-03-31 13:15:00,17317.5,17365.55,17312.4,17360.8,8949951,NIFTY,NSE
2023-03-31 14:15:00,17361.75,17381.3,17344.15,17363.2,0,NIFTY,NSE
2023-03-31 15:15:00,17362.65,17367.5,17337.7,17356.85,0,NIFTY,NSE
2023-04-03 09:15:00,17427.95,17427.95,17325.8,17367.9,0,NIFTY,NSE
2023-04-03 10:15:00,17368.2,17378.45,17321.9,17324.3,0,NIFTY,NSE
2023-04-03 11:15:00,17324.25,17363.6,17312.9,17351.65,0,NIFTY,NSE
2023-04-03 12:15:00,17351.6,17368.75,17336.15,17348.25,23715692,NIFTY,NSE
2023-04-03 13:15:00,17348.15,17372.6,17338.45,17371.75,5210799,NIFTY,NSE
2023-04-03 14:15:00,17371.25,17404.55,17356.75,17404.1,0,NIFTY,NSE
2023-04-03 15:15:00,17403.85,17410.25,17393.55,17399.7,0,NIFTY,NSE
2023-04-05 09:15:00,17422.3,17492.5,17412.15,17491.65,0,NIFTY,NSE
2023-04-05 10:15:00,17491.15,17513.8,17478.15,17485.95,0,NIFTY,NSE
2023-04-05 11:15:00,17485.75,17515.55,17482.25,17509.85,0,NIFTY,NSE
2023-04-05 12:15:00,17510.3,17545.15,17499.05,17537.45,19927953,NIFTY,NSE
2023-04-05 13:15:00,17537.35,17544.7,17513.9,17536.8,6050224,NIFTY,NSE
2023-04-05 14:15:00,17536.55,17561.95,17525.9,17552.55,0,NIFTY,NSE
2023-04-05 15:15:00,17554.15,17570.0,17549.85,17561.0,0,NIFTY,NSE
2023-04-06 09:15:00,17533.85,17600.55,17503.6,17588.5,0,NIFTY,NSE
2023-04-06 10:15:00,17588.8,17619.55,17577.6,17618.25,0,NIFTY,NSE
2023-04-06 11:15:00,17617.5,17621.35,17580.8,17602.3,0,NIFTY,NSE
2023-04-06 12:15:00,17602.5,17638.7,17597.65,17618.45,20931262,NIFTY,NSE
2023-04-06 13:15:00,17618.35,17621.35,17552.0,17575.6,6655988,NIFTY,NSE
2023-04-06 14:15:00,17576.0,17613.0,17568.7,17591.35,0,NIFTY,NSE
2023-04-06 15:15:00,17591.9,17608.35,17590.65,17602.0,0,NIFTY,NSE
2023-04-10 09:15:00,17634.9,17660.45,17608.9,17630.0,0,NIFTY,NSE
2023-04-10 10:15:00,17630.5,17641.8,17606.2,17640.0,0,NIFTY,NSE
2023-04-10 11:15:00,17639.05,17678.3,17626.8,17672.1,0,NIFTY,NSE
2023-04-10 12:15:00,17672.0,17694.1,17666.95,17667.5,21163635,NIFTY,NSE
2023-04-10 13:15:00,17667.8,17674.15,17622.95,17626.5,8077744,NIFTY,NSE
