datetime,open,high,low,close,volume,stock_code,exchange_code
2023-03-31 09:00:00,17210.35,17210.35,17210.35,17210.35,0,NIFTY,NSE
2023-03-31 09:15:00,17210.35,17276.3,17209.45,17269.9,0,NIFTY,NSE
2023-03-31 09:30:00,17270.45,17289.1,17253.3,17278.25,0,NIFTY,NSE
2023-03-31 09:45:00,17277.9,17282.15,17261.1,17261.55,0,NIFTY,NSE
2023-03-31 10:00:00,17261.65,17281.85,17253.65,17256.9,0,NIFTY,NSE
2023-03-31 10:15:00,17256.35,17269.6,17253.15,17256.25,0,NIFTY,NSE
2023-03-31 10:30:00,17257.25,17257.25,17233.65,17248.2,0,NIFTY,NSE
2023-03-31 10:45:00,17248.15,17253.4,17235.55,17249.4,0,NIFTY,NSE
2023-03-31 11:00:00,17249.9,17257.9,17237.6,17245.5,0,NIFTY,NSE
2023-03-31 11:15:00,17245.1,17259.75,17242.1,17259.0,0,NIFTY,NSE
2023-03-31 11:30:00,17258.6,17283.35,17258.6,17275.5,0,NIFTY,NSE
2023-03-31 11:45:00,17274.75,17291.95,17268.2,17277.15,0,NIFTY,NSE
2023-03-31 12:00:00,17277.1,17282.2,17274.15,17278.7,0,NIFTY,NSE
2023-03-31 12:15:00,17279.0,17289.45,17268.65,17289.45,0,NIFTY,NSE
2023-03-31 12:30:00,17289.2,17323.55,17285.75,17322.25,7692080,NIFTY,NSE
2023-03-31 12:45:00,17323.25,17323.95,17306.55,17311.5,4754178,NIFTY,NSE
2023-03-31 13:00:00,17311.7,17325.4,17308.25,17316.65,6631821,NIFTY,NSE
2023-03-31 13:15:00,17317.5,17329.1,17312.4,17325.55,8949951,NIFTY,NSE
2023-03-31 13:30:00,17325.85,17345.4,17314.35,17344.35,0,NIFTY,NSE
2023-03-31 13:45:00,17345.95,17363.75,17341.45,17354.95,0,NIFTY,NSE
2023-03-31 14:00:00,17355.9,17365.55,17349.2,17360.8,0,NIFTY,NSE
2023-03-31 14:15:00,17361.75,17373.7,17347.35,17360.4,0,NIFTY,NSE
2023-03-31 14:30:00,17361.5,17362.05,17344.15,17357.75,0,NIFTY,NSE
2023-03-31 14:45:00,17358.7,17376.95,17351.65,17366.6,0,NIFTY,NSE
2023-03-31 15:00:00,17368.0,17381.3,17357.05,17363.2,0,NIFTY,NSE
2023-03-31 15:15:00,17362.65,17367.5,17337.7,17356.85,0,NIFTY,NSE
2023-04-03 09:00:00,17427.95,17427.95,17427.95,17427.95,0,NIFTY,NSE
2023-04-03 09:15:00,17427.95,17427.95,17337.45,17344.45,0,NIFTY,NSE
2023-04-03 09:30:00,17345.35,17363.05,17325.8,17358.4,0,NIFTY,NSE
2023-04-03 09:45:00,17358.85,17379.6,17357.35,17374.75,0,NIFTY,NSE
2023-04-03 10:00:00,17374.15,17381.9,17357.65,17367.9,0,NIFTY,NSE
2023-04-03 10:15:00,17368.2,17378.45,17351.4,17362.7,0,NIFTY,NSE
2023-04-03 10:30:00,17364.05,17365.55,17336.25,17337.85,0,NIFTY,NSE
2023-04-03 10:45:00,17337.65,17353.75,17331.65,17338.85,0,NIFTY,NSE
2023-04-03 11:00:00,17338.8,17344.85,17321.9,17324.3,0,NIFTY,NSE
2023-04-03 11:15:00,17324.25,17330.15,17315.55,17317.9,0,NIFTY,NSE
2023-04-03 11:30:00,17318.3,17336.25,17312.9,17330.8,0,NIFTY,NSE
2023-04-03 11:45:00,17331.05,17350.45,17330.85,17345.3,0,NIFTY,NSE
2023-04-03 12:00:00,17344.5,17363.6,17338.2,17351.65,0,NIFTY,NSE
2023-04-03 12:15:00,17351.6,17363.0,17343.6,17356.95,0,NIFTY,NSE
2023-04-03 12:30:00,17356.85,17358.5,17342.95,17352.7,8424384,NIFTY,NSE
2023-04-03 12:45:00,17352.95,17362.35,17343.7,17344.55,7297128,NIFTY,NSE
2023-04-03 13:00:00,17344.4,17368.75,17336.15,17348.25,7994180,NIFTY,NSE
2023-04-03 13:15:00,17348.15,17354.65,17338.45,17342.7,5210799,NIFTY,NSE
2023-04-03 13:30:00,17342.15,17356.65,17339.35,17347.4,0,NIFTY,NSE
2023-04-03 13:45:00,17346.6,17361.3,17341.95,17348.6,0,NIFTY,NSE
2023-04-03 14:00:00,17347.7,17372.6,17343.6,17371.75,0,NIFTY,NSE
2023-04-03 14:15:00,17371.25,17377.65,17356.75,17374.0,0,NIFTY,NSE
