datetime,timeframe,candle_close,candle_high,resistance_level,resistance_strength,resistance_timeframe,resistance_hits,resistance_reversals,rejection_distance,rejection_pct,close_below_pct,upper_wick,wick_ratio,price_change_pct,candle_range,body_size,rsi,volume_ratio,volatility,momentum_5,max_drop,next_candle_lower,next_3_lower,next_5_lower,drop_10,drop_20,drop_30,drop_50,drop_100,time_to_10,time_to_20,time_to_30,time_to_50
2023-04-03 13:00:00,15-minute,17348.25,17368.75,17353.75,Weak,15m,0,0,15.0,0.08643664913923504,0.03169343801771951,20.5,0.6286415210058546,0.022197366296894356,32.599999999998545,3.849999999998545,46.1066359800531,3.3708384428173366,22.88957990922932,2.9500000000007276,9.799999999999272,True,True,False,False,False,False,False,False,,,,
2023-04-03 13:15:00,15-minute,17342.7,17354.65,17353.75,Weak,15m,0,0,0.9000000000014552,0.005186198948362488,0.06367499819923228,6.5,0.40098704503391164,-0.031415453520984814,16.200000000000728,5.450000000000728,36.595566708490395,1.8013927782001702,22.79858605957216,-8.950000000000728,3.350000000002183,False,False,False,False,False,False,False,False,,,,
2023-04-03 13:30:00,15-minute,17347.4,17356.65,17353.75,Weak,15m,0,0,2.900000000001455,0.016711085500260493,0.03659151480226778,9.25,0.5343731946850632,0.030273063028517223,17.30000000000291,5.25,41.26916524701885,0.0,22.67808239363616,-9.549999999999272,5.450000000000728,False,False,False,False,False,False,False,False,,,,
2023-04-03 13:45:00,15-minute,17348.6,17361.3,17353.75,Weak,15m,0,0,7.549999999999272,0.043506446733410774,0.029676582871145746,12.700000000000728,0.655991735537277,0.01152963693173302,19.349999999998545,2.0,43.783068783067705,0.0,22.65277068565253,-4.100000000002183,5.0,False,False,False,False,False,False,False,False,,,,
2023-04-12 10:15:00,15-minute,17742.15,17754.95,17748.6,Very Strong,1h,31,4,6.350000000002183,0.035777469772276034,0.03634089449307038,3.150000000001455,0.1729818780890351,-0.05436068455028683,18.200000000000728,9.649999999997817,72.46763137852197,0.0,33.51003934425132,-17.399999999997817,160.35000000000218,False,False,False,True,True,True,True,True,525.0,720.0,720.0,720.0
2023-04-12 10:30:00,15-minute,17743.55,17753.75,17748.6,Very Strong,1h,31,4,5.150000000001455,0.02901637312239532,0.028452948401559968,10.200000000000728,0.549568965517302,0.007045309796362366,18.549999999999272,1.25,70.2591526120933,0.0,32.75856296267903,-20.150000000001455,169.20000000000073,False,False,False,True,True,True,True,True,510.0,705.0,705.0,705.0
2023-04-13 11:00:00,15-minute,17747.6,17767.45,17748.6,Very Strong,1h,31,4,18.850000000002183,0.10620555987515738,0.005634247208230509,7.700000000000728,0.28882220555139937,-0.06841312518476586,26.650000000001455,12.150000000001455,30.84112149532841,0.0,17.88468839436767,-51.900000000001455,173.25,False,False,False,True,True,True,True,True,15.0,285.0,285.0,285.0
2023-04-13 12:00:00,15-minute,17746.6,17768.75,17748.6,Very Strong,1h,31,4,20.150000000001455,0.11353008124585295,0.011268494416461017,0.0,0.0,-0.12465705240943484,23.599999999998545,22.150000000001455,26.185266229031114,0.0,23.458446464806276,-13.05000000000291,172.25,True,False,False,True,True,True,True,True,15.0,225.0,225.0,225.0
2023-04-13 13:00:00,15-minute,17750.0,17777.6,17770.1,Moderate,15m,3,3,7.5,0.04220572759860665,0.11311134996425765,1.8999999999978172,0.06617903169620375,-0.14457939771711228,28.69999999999709,25.700000000000728,36.175637393768774,3.0022380696658466,25.65077856137801,-19.200000000000728,175.65000000000146,False,False,False,True,True,True,True,True,165.0,165.0,165.0,165.0
2023-04-17 09:15:00,15-minute,17634.45,17863.0,17748.6,Very Strong,1h,31,4,114.40000000000146,0.6445578806215784,0.6431493188195003,0.0,0.0,-1.2794603370094568,229.09999999999854,228.54999999999927,37.84217157255799,0.0,47.133609851640394,-161.09999999999854,60.10000000000218,False,True,True,True,True,True,True,False,15.0,30.0,30.0,30.0
2023-04-17 09:15:00,15-minute,17634.45,17863.0,17770.1,Moderate,15m,3,3,92.90000000000146,0.5227882791880826,0.76336092650012,0.0,0.0,-1.2794603370094568,229.09999999999854,228.54999999999927,37.84217157255799,0.0,47.133609851640394,-161.09999999999854,60.10000000000218,False,True,True,True,True,True,True,False,15.0,30.0,30.0,30.0
2023-04-17 09:15:00,15-minute,17634.45,17863.0,17793.5,Weak,15m,0,0,69.5,0.3905920701379717,0.8938657374884047,0.0,0.0,-1.2794603370094568,229.09999999999854,228.54999999999927,37.84217157255799,0.0,47.133609851640394,-161.09999999999854,60.10000000000218,False,True,True,True,True,True,True,False,15.0,30.0,30.0,30.0
2023-04-17 09:15:00,15-minute,17634.45,17863.0,17816.95,Weak,15m,2,1,46.04999999999927,0.2584617456972112,1.0243055068347837,0.0,0.0,-1.2794603370094568,229.09999999999854,228.54999999999927,37.84217157255799,0.0,47.133609851640394,-161.09999999999854,60.10000000000218,False,True,True,True,True,True,True,False,15.0,30.0,30.0,30.0
2023-04-17 09:15:00,15-minute,17634.45,17863.0,17841.5,Very Strong,1h,10,5,21.5,0.12050556287307682,1.160496595017231,0.0,0.0,-1.2794603370094568,229.09999999999854,228.54999999999927,37.84217157255799,0.0,47.133609851640394,-161.09999999999854,60.10000000000218,False,True,True,True,True,True,True,False,15.0,30.0,30.0,30.0
2023-04-17 09:15:00,15-minute,17634.45,17863.0,17863.0,Moderate,1d,4,2,0.0,0.0,1.2794603370094568,0.0,0.0,-1.2794603370094568,229.09999999999854,228.54999999999927,37.84217157255799,0.0,47.133609851640394,-161.09999999999854,60.10000000000218,False,True,True,True,True,True,True,False,15.0,30.0,30.0,30.0
2023-04-17 11:00:00,15-minute,17640.95,17668.45,17651.95,Strong,15m,51,2,16.5,0.09347409209747365,0.06231606139831576,12.850000000002183,0.4123876765083948,-0.08297650603773205,31.150000000001455,14.649999999997817,35.50596782563582,0.0,88.55652443354718,57.70000000000073,30.200000000000728,False,False,False,True,True,True,False,False,540.0,540.0,555.0,
2023-04-17 11:15:00,15-minute,17644.4,17656.4,17651.95,Strong,15m,51,2,4.450000000000728,0.025209679383868228,0.04277147850520351,12.0,0.7246376811592928,0.019556769901851814,16.55000000000291,3.4500000000007276,33.0532212885153,0.0,89.88427369627532,34.10000000000218,33.650000000001455,False,False,False,True,True,True,False,False,525.0,525.0,540.0,
2023-04-17 13:00:00,15-minute,17671.25,17683.15,17676.55,Very Strong,15m,33,4,6.600000000002183,0.03733760264306204,0.02998322636486912,2.600000000002183,0.09200283085641127,-0.05260017363712822,28.25,9.299999999999272,58.5703685382148,2.8766921639376206,80.95799771947664,11.799999999999272,60.5,True,False,False,True,True,True,True,False,15.0,225.0,420.0,420.0
2023-04-18 09:15:00,15-minute,17739.45,17766.6,17748.6,Very Strong,1h,31,4,18.0,0.10141644974814917,0.05155336195529686,0.0,0.0,-0.15281483232581258,53.69999999999709,27.149999999997817,66.07294317218155,0.0,30.009302395640724,51.70000000000073,159.45000000000073,True,True,True,True,True,True,True,True,15.0,15.0,30.0,30.0
2023-04-18 09:45:00,15-minute,17682.75,17720.5,17716.9,Very Strong,1h,34,5,3.599999999998545,0.020319581868151564,0.19275381133269054,0.0,0.0,-0.21303010637397363,56.650000000001455,37.75,50.53050397878019,0.0,27.417961242485884,-28.549999999999272,102.75,True,True,True,True,True,True,True,True,15.0,30.0,30.0,225.0
2023-04-18 10:00:00,15-minute,17670.35,17684.2,17676.55,Very Strong,15m,33,4,7.650000000001455,0.04327767579081583,0.03507471763438413,1.4500000000007276,0.06901475487866385,-0.0701248391794345,21.0,12.400000000001455,49.803921568627125,0.0,26.774004969663277,-33.75,90.34999999999854,True,False,False,True,True,True,True,False,15.0,210.0,210.0,210.0
2023-04-18 11:30:00,15-minute,17674.9,17687.65,17676.55,Very Strong,15m,33,4,11.100000000002183,0.06279505899059593,0.009334400660750074,1.8500000000021828,0.13111268603840515,-0.06163136527608487,14.100000000002183,10.899999999997817,47.418123367490665,0.0,24.650762105438016,5.600000000002183,94.90000000000146,True,False,False,True,True,True,True,False,15.0,120.0,120.0,120.0
2023-04-18 12:30:00,15-minute,17694.2,17698.45,17696.35,Moderate,15m,3,2,2.100000000002183,0.011866853899262746,0.01214939803969642,4.25,0.3279320987654137,0.048344279118942596,12.950000000000728,8.549999999999272,29.955703211517203,9.999986374434624,24.44522811597588,7.850000000002183,114.20000000000073,False,True,True,True,True,True,True,True,45.0,45.0,60.0,60.0
2023-04-18 13:00:00,15-minute,17690.1,17709.85,17696.35,Moderate,15m,3,2,13.5,0.07628691792375264,0.03531801755729289,4.299999999999272,0.1852649719948217,-0.08726077416403744,23.19999999999709,15.450000000000728,40.548029556649894,3.2331354454034207,24.555977271275893,19.899999999997817,110.09999999999854,True,True,True,True,True,True,True,True,15.0,15.0,30.0,30.0
2023-04-18 13:15:00,15-minute,17664.35,17690.15,17676.55,Very Strong,15m,33,4,13.600000000002183,0.07693809029478141,0.06901799276442931,0.0,0.0,-0.14584387356807552,25.80000000000291,25.80000000000291,43.87075283144515,2.604078091658859,25.429516107943993,-17.80000000000291,84.34999999999854,True,True,True,True,True,True,True,False,15.0,15.0,15.0,30.0
2023-04-18 13:30:00,15-minute,17619.1,17670.3,17651.95,Strong,15m,51,2,18.349999999998545,0.10395452060536396,0.18609841972134625,4.399999999997817,0.08363429005888498,-0.2649171567822919,52.599999999998545,46.80000000000291,35.993440830827865,0.0,30.036642096466142,-69.10000000000218,39.099999999998545,False,False,False,True,True,True,False,False,390.0,390.0,405.0,
2023-04-18 14:45:00,15-minute,17649.2,17666.2,17651.95,Strong,15m,51,2,14.25,0.0807276249932727,0.01557901534957894,17.0,0.5994358251057367,0.03599191740564695,28.350000000002183,6.350000000002183,39.00562296537554,0.0,23.805228859669,30.100000000002183,69.20000000000073,False,False,True,True,True,True,True,False,60.0,60.0,60.0,315.0
2023-04-19 09:15:00,15-minute,17635.0,17657.3,17651.95,Strong,15m,51,2,5.349999999998545,0.03030826622553624,0.09602338551831796,3.9500000000007276,0.08824843610368024,-0.10394627648575792,44.75,18.349999999998545,34.68624064479036,0.0,24.10324503175546,-7.099999999998545,55.0,False,True,True,True,True,True,True,False,45.0,255.0,255.0,285.0
2023-04-19 09:30:00,15-minute,17635.05,17658.35,17651.95,Strong,15m,51,2,6.399999999997817,0.036256617540825896,0.09574013069378429,23.19999999999709,0.805275945852054,-0.0005670493304688805,28.799999999999272,0.10000000000218279,32.369597615499586,0.0,24.49072474820338,-14.150000000001455,55.04999999999927,True,True,True,True,True,True,True,False,30.0,240.0,240.0,270.0
2023-04-19 11:00:00,15-minute,17649.6,17652.05,17651.95,Strong,15m,51,2,0.09999999999854481,0.000566509649067354,0.013312976753288916,2.4500000000007276,0.1982200647250013,0.056123403459230135,12.349999999998545,9.899999999997817,57.8291814946606,0.0,20.78820579095683,18.599999999998545,69.59999999999854,True,True,True,True,True,True,True,False,15.0,135.0,150.0,150.0
2023-04-19 11:30:00,15-minute,17647.25,17657.3,17651.95,Strong,15m,51,2,5.349999999998545,0.03030826622553624,0.026625953506557224,10.049999999999272,0.3986513288377224,0.06407366770715087,25.200000000000728,11.299999999999272,52.48672139063353,0.0,11.347378552196513,9.450000000000728,67.25,False,False,False,True,True,True,True,False,90.0,105.0,120.0,120.0
2023-04-19 13:00:00,15-minute,17633.65,17657.0,17651.95,Strong,15m,51,2,5.049999999999272,0.028608737278313572,0.10367126578083027,1.4000000000014552,0.05488043904356939,-0.1243231609234299,25.5,21.94999999999709,49.196326061998846,2.596589108979941,10.287274650940933,-19.599999999998545,55.85000000000218,True,True,True,True,True,True,True,False,15.0,30.0,30.0,60.0
2023-04-20 09:15:00,15-minute,17671.8,17678.5,17676.55,Very Strong,15m,33,4,1.9500000000007276,0.011031564417268797,0.026871759477952433,6.700000000000728,0.10582846311800355,0.18822355515744293,63.29999999999927,33.20000000000073,54.184704184703556,0.0,24.917312070037074,69.75,117.84999999999854,False,True,True,True,True,True,True,True,30.0,30.0,45.0,60.0
2023-04-20 09:30:00,15-minute,17672.5,17683.75,17676.55,Very Strong,15m,33,4,7.200000000000728,0.040731930156058326,0.022911710712776374,8.849999999998545,0.5705996131527108,-0.013578577530857063,15.5,2.400000000001455,54.15162454873632,0.0,26.32823916705797,76.40000000000146,118.54999999999927,True,True,True,True,True,True,True,True,15.0,15.0,15.0,45.0
2023-04-20 09:45:00,15-minute,17644.8,17674.25,17651.95,Strong,15m,51,2,22.299999999999272,0.12633165174385422,0.04050543990891349,1.5499999999992724,0.04797276385017974,-0.15787061399786934,32.29999999999927,27.900000000001455,47.79099405267607,0.0,26.479035774222826,16.200000000000728,90.84999999999854,True,True,True,True,True,True,True,False,15.0,15.0,30.0,45.0
2023-04-20 15:15:00,15-minute,17623.9,17634.4,17631.6,Very Strong,15m,14,5,2.8000000000029104,0.015880578053057638,0.04367158964584661,0.5,0.03481894150417298,-0.056708952642353636,14.350000000002183,10.0,48.77810361681342,0.0,12.113536360723378,29.150000000001455,69.95000000000073,False,False,False,True,True,True,True,False,60.0,90.0,90.0,255.0
2023-04-21 09:30:00,15-minute,17621.3,17662.5,17631.6,Very Strong,15m,14,5,30.900000000001455,0.17525352208535502,0.058417840695111474,2.0,0.04789272030651341,-0.22196427054727064,41.75,39.20000000000073,52.528809218949235,0.0,16.674787736507316,11.0,67.34999999999854,True,True,True,True,True,True,True,False,15.0,45.0,45.0,210.0
2023-04-21 09:30:00,15-minute,17621.3,17662.5,17651.95,Strong,15m,51,2,10.549999999999272,0.059766767977471456,0.17363520744167898,2.0,0.04789272030651341,-0.22196427054727064,41.75,39.20000000000073,52.528809218949235,0.0,16.674787736507316,11.0,67.34999999999854,True,True,True,True,True,True,True,False,15.0,45.0,45.0,210.0
2023-04-21 09:45:00,15-minute,17607.95,17639.1,17631.6,Very Strong,15m,14,5,7.5,0.04253726264207446,0.13413416819799576,18.149999999997817,0.5574324324323778,-0.07377581798938194,32.54999999999927,13.0,48.88293118856125,0.0,16.732798709017253,-26.25,54.0,False,True,True,True,True,True,True,False,30.0,150.0,165.0,195.0
2023-04-21 11:45:00,15-minute,17608.05,17612.9,17612.2,Weak,15m,0,0,0.7000000000007276,0.003974517663896206,0.023563211864511276,4.600000000002183,0.41404140414052915,-0.0014197849877614535,11.100000000002183,0.25,49.35214511949324,0.0,16.911780385111392,10.5,54.099999999998545,True,True,True,True,True,True,True,False,15.0,30.0,45.0,75.0
2023-04-21 13:30:00,15-minute,17592.2,17602.15,17593.15,Weak,15m,0,0,9.0,0.05115627389069041,0.005399828910688123,9.950000000000728,0.5586749017405447,0.028998527329702924,17.80000000000291,5.100000000002183,40.046929996089055,0.0,22.317665294893644,9.5,-0.8499999999985448,False,False,False,False,False,False,False,False,,,,
2023-04-21 13:45:00,15-minute,17604.0,17614.15,17612.2,Weak,15m,0,0,1.9500000000007276,0.011071870635132054,0.04655863549131129,10.150000000001455,0.48081477972526787,0.06053423594711329,21.100000000002183,10.650000000001455,52.675585284281574,0.0,21.81873651617398,16.5,7.700000000000728,True,False,False,False,False,False,False,False,,,,
2023-04-21 14:30:00,15-minute,17615.85,17636.85,17631.6,Very Strong,15m,14,5,5.25,0.02977608384945212,0.08932825154835637,6.69999999999709,0.3037171350860068,-0.08111105123894527,22.049999999999272,14.30000000000291,52.130406714008544,0.0,15.53803482812237,29.349999999998545,4.69999999999709,False,False,False,False,False,False,False,False,,,,
2023-04-21 14:45:00,15-minute,17627.9,17632.2,17631.6,Very Strong,15m,14,5,0.6000000000021828,0.003402981011378337,0.020985049570073563,4.299999999999272,0.2565632458233456,0.06499606901504405,16.75,11.450000000000728,57.21331689272528,0.0,16.73067994195054,35.70000000000073,16.75,False,False,False,True,False,False,False,False,30.0,,,
2023-10-04 10:15:00,15-minute,19405.1,19417.8,19414.0,Weak,15m,0,0,3.7999999999992724,0.019573503657150885,0.04584320593386965,12.700000000000728,0.3906490310673863,0.06445757660138403,32.5,12.5,95.4513645906228,0.0,849.0852790030942,-41.20000000000073,70.54999999999927,False,False,False,True,True,True,True,False,60.0,90.0,90.0,135.0
2023-10-04 10:30:00,15-minute,19411.8,19429.1,19414.0,Weak,15m,0,0,15.099999999998545,0.07777892242710696,0.01133202843309327,17.299999999999272,0.7029662738724215,0.032465022802809884,24.599999999998545,6.299999999999272,95.45363709032773,0.0,883.9414985107911,14.899999999997817,77.25,False,False,True,True,True,True,True,False,45.0,75.0,75.0,75.0
2023-10-04 11:15:00,15-minute,19402.0,19424.55,19414.0,Weak,15m,0,0,10.549999999999272,0.05434222725867556,0.061811064180488304,3.7000000000007276,0.11970236169527625,-0.09706063328844282,30.899999999997817,18.849999999998545,94.6996822835242,0.0,924.6854316148988,9.049999999999272,67.45000000000073,True,True,True,True,True,True,True,False,30.0,30.0,30.0,75.0
2023-10-04 13:15:00,15-minute,19350.8,19368.95,19368.75,Weak,15m,0,0,0.2000000000007276,0.0010325911584419625,0.09267505646983273,11.650000000001455,0.5910705225774239,-0.033579063195796933,19.700000000000728,6.5,31.05283162295612,0.0,543.3789786822499,-19.900000000001455,7.700000000000728,False,False,False,False,False,False,False,False,,,,
2023-10-04 14:45:00,15-minute,19408.15,19427.8,19414.0,Weak,15m,0,0,13.799999999999272,0.0710827238075578,0.030132893787980557,9.700000000000728,0.3571428571429126,-0.05124085260657371,27.149999999997817,9.94999999999709,51.979401351786784,0.0,25.57581338598798,56.05000000000291,14.0,False,False,False,True,False,False,False,False,15.0,,,
2023-10-05 12:15:00,15-minute,19533.7,19554.2,19547.55,Very Strong,15m,49,4,6.650000000001455,0.03401960859545803,0.0708528690296152,0.1500000000014552,0.00499001996012837,-0.10407051224681611,30.049999999999272,20.349999999998545,66.67301466387346,0.0,62.645305774835165,-37.849999999998545,52.79999999999927,True,False,False,True,True,True,True,False,45.0,600.0,600.0,600.0
2023-10-05 12:30:00,15-minute,19531.7,19547.6,19547.55,Very Strong,15m,49,4,0.049999999999272404,0.00025578653078913935,0.08108433026132966,14.5,0.7627564439768543,-0.007167321111333159,19.0,1.3999999999978172,52.60788985967754,0.0,56.372442118110676,-35.849999999998545,50.79999999999927,False,False,False,True,True,True,True,False,30.0,585.0,585.0,585.0
2023-10-05 12:45:00,15-minute,19543.35,19549.55,19547.55,Very Strong,15m,49,4,2.0,0.01023146123171446,0.02148606858660409,6.200000000000728,0.3015564202335091,0.05631682823623373,20.549999999999272,11.0,55.227613806902966,0.0,49.85271834526865,-12.900000000001455,62.44999999999709,True,False,False,True,True,True,True,False,15.0,15.0,570.0,570.0
2023-10-05 14:15:00,15-minute,19546.95,19554.1,19547.55,Very Strong,15m,49,4,6.549999999999272,0.033508035533861134,0.0030694383695068937,4.049999999999272,0.2922077922077704,-0.01585673693928427,13.849999999998545,3.099999999998545,43.93939393939482,0.0,20.42580846413571,17.600000000002183,66.04999999999927,False,False,False,True,True,True,True,False,15.0,480.0,480.0,480.0
2023-10-05 15:00:00,15-minute,19540.2,19558.95,19547.55,Very Strong,15m,49,4,11.400000000001455,0.058319329020779874,0.0376006200265432,0.0,0.0,-0.09586404178138397,26.549999999999272,18.75,43.92735527809325,0.0,20.628673678389017,-15.399999999997817,59.29999999999927,False,False,False,True,True,True,True,False,435.0,435.0,435.0,435.0
2023-10-05 15:15:00,15-minute,19546.6,19553.9,19547.55,Very Strong,15m,49,4,6.350000000002183,0.032484889410704584,0.004859944085068091,7.30000000000291,0.4676489429853869,0.0371046119753216,15.600000000002183,7.25,46.32379572618552,0.0,17.23906423284854,-5.0,65.69999999999709,False,False,False,True,True,True,True,False,420.0,420.0,420.0,420.0
2023-10-06 11:15:00,15-minute,19606.5,19644.15,19616.45,Very Strong,15m,20,3,27.700000000000728,0.14120801674105524,0.050722735255363374,0.6000000000021828,0.015071590052804295,-0.1886115289751561,39.80000000000291,37.04999999999927,61.27627343306181,0.0,38.196758268266656,3.0499999999992724,125.59999999999854,False,False,False,True,True,True,True,True,255.0,255.0,255.0,255.0
2023-10-09 10:30:00,15-minute,19556.95,19578.65,19567.45,Very Strong,15m,52,3,11.200000000000728,0.05723791296260232,0.053660543402436194,3.0,0.08795074758134881,-0.09552684074347838,34.10000000000218,18.700000000000728,33.12861905597515,0.0,51.674684834371064,49.400000000001455,61.29999999999927,False,False,False,True,True,True,True,False,105.0,105.0,120.0,135.0
2023-10-09 11:00:00,15-minute,19558.2,19576.4,19567.45,Very Strong,15m,52,3,8.950000000000728,0.04573922509065171,0.047272383473574736,1.4500000000007276,0.07264529058119612,-0.08556854551352622,19.950000000000728,16.75,32.75638951795551,0.0,53.66794225993455,-13.099999999998545,62.54999999999927,False,False,True,True,True,True,True,False,60.0,75.0,90.0,105.0
2023-10-09 11:30:00,15-minute,19567.4,19569.0,19567.45,Very Strong,15m,52,3,1.5499999999992724,0.00792131831178448,0.0002555263971507396,1.5999999999985448,0.11180992313058184,0.00766639919451699,14.299999999999272,1.5,34.16625837008057,0.0,54.07611935328077,-7.75,71.75,True,True,True,True,True,True,True,False,15.0,45.0,45.0,60.0
2023-10-09 11:45:00,15-minute,19554.95,19569.45,19567.45,Very Strong,15m,52,3,2.0,0.010221055886178321,0.0638815992886145,2.150000000001455,0.14043109079043484,-0.0631155039274634,15.299999999999272,12.349999999998545,30.822692742848403,0.0,53.64021100761784,-2.0,59.29999999999927,True,True,True,True,True,True,True,False,30.0,30.0,45.0,60.0
2023-10-09 12:15:00,15-minute,19536.65,19553.85,19547.55,Very Strong,15m,49,4,6.299999999999272,0.03222910287989683,0.055761463712832644,2.349999999998545,0.1001705029837526,-0.07595325166866249,23.44999999999709,14.849999999998545,31.37029116631051,0.0,52.280514824957784,-21.549999999999272,41.0,True,True,True,True,True,True,False,False,15.0,15.0,30.0,
2023-10-09 12:30:00,15-minute,19515.1,19547.65,19547.55,Very Strong,15m,49,4,0.10000000000218279,0.0005115730615968897,0.16600545848457085,11.55000000000291,0.35472972972978745,-0.10749330726194072,32.55000000000291,21.0,44.33852592420334,0.0,51.392094096521156,-50.95000000000073,19.44999999999709,True,True,False,True,False,False,False,False,15.0,,,
2023-10-09 13:15:00,15-minute,19518.9,19527.65,19525.4,Very Strong,15m,12,4,2.25,0.011523451504194536,0.033289971012117545,8.75,0.4266211604095563,0.04484845067823671,20.5,8.75,30.19652305366772,0.0,40.510805577279264,-32.75,23.25,False,False,False,True,True,False,False,False,45.0,60.0,,
2023-10-09 13:45:00,15-minute,19517.25,19530.5,19525.4,Very Strong,15m,12,4,5.099999999998545,0.02611982340950016,0.04174050211520099,0.5,0.03234152652005023,-0.065284178187404,15.450000000000728,12.75,30.903693931398678,0.0,24.182950036488293,2.150000000001455,21.599999999998545,True,False,False,True,True,False,False,False,30.0,90.0,,
2023-10-09 14:30:00,15-minute,19521.15,19530.25,19525.4,Very Strong,15m,12,4,4.849999999998545,0.0248394399090341,0.02176651950792301,2.7999999999992724,0.18779342722997983,-0.03226227694859939,14.900000000001455,6.299999999999272,35.10253317249753,0.0,24.507869844386047,2.25,25.5,False,True,False,True,True,False,False,False,45.0,45.0,,
2023-10-09 15:00:00,15-minute,19512.7,19540.9,19525.4,Very Strong,15m,12,4,15.5,0.0793837770288957,0.06504348182367954,7.900000000001455,0.2761272282419033,-0.10392668816873636,28.600000000002183,20.299999999999272,31.445047489823082,0.0,23.0363469975932,-4.549999999999272,17.049999999999272,True,False,False,True,False,False,False,False,15.0,,,
2023-10-10 10:15:00,15-minute,19612.05,19626.45,19616.45,Very Strong,15m,20,3,10.0,0.05097762337222076,0.022430154283784552,8.299999999999272,0.5585464333780655,-0.031093655619934508,14.850000000002183,6.100000000002183,70.86226203807377,0.0,38.19736798722542,46.45000000000073,3.7999999999992724,False,False,False,False,False,False,False,False,,,,
2023-10-10 10:45:00,15-minute,19610.75,19627.0,19616.45,Very Strong,15m,20,3,10.549999999999272,0.0537813926576892,0.029057245322169543,4.849999999998545,0.29111644657851865,-0.05809760907954253,16.650000000001455,11.400000000001455,71.14427860696532,0.0,44.19975433182559,15.549999999999272,-0.049999999999272404,False,False,False,False,False,False,False,False,,,,
